Time,LHeel,LTOE,RHeel,RTOE
22.49,-0.02828,0.06299,0.09531,0.18756
22.5,-0.03596,0.05489,0.10296,0.19525
22.51,-0.04353,0.04722,0.10903,0.20122
22.52,-0.05456,0.03541,0.11203,0.2044
22.53,-0.06137,0.02888,0.1173,0.20961
22.54,-0.06794,0.02208,0.12218,0.21448
22.55,-0.07289,0.01725,0.12701,0.21923
22.56,-0.07574,0.0144,0.13424,0.22646
22.57,-0.07813,0.01214,0.13905,0.23112
22.58,-0.07765,0.01269,0.1466,0.23858
22.59,-0.0785,0.0124,0.15195,0.24389
22.6,-0.07885,0.01335,0.1559,0.24784
22.61,-0.07651,0.01759,0.16254,0.25438
22.62,-0.07311,0.02291,0.16949,0.26114
22.63,-0.0704,0.02667,0.17575,0.26723
22.64,-0.07129,0.02607,0.17924,0.27075
22.65,-0.06391,0.034,0.18907,0.2803
22.66,-0.05682,0.04134,0.19708,0.28803
22.67,-0.05073,0.04733,0.20426,0.29503
22.68,-0.04571,0.05233,0.20921,0.29978
22.69,-0.03845,0.05937,0.21599,0.30619
22.7,-0.03179,0.06568,0.22189,0.31188
22.71,-0.02618,0.07111,0.22634,0.31615
22.72,-0.01769,0.07928,0.23347,0.3228
22.73,-0.00856,0.08827,0.2404,0.32902
22.74,0.00164,0.09849,0.24857,0.33656
22.75,0.01052,0.10757,0.25439,0.34144
22.76,0.02137,0.11827,0.26224,0.34824
22.77,0.02792,0.12486,0.26596,0.35121
22.78,0.03425,0.13149,0.26805,0.35243
22.79,0.04151,0.13882,0.2711,0.35468
22.8,0.04623,0.14361,0.27122,0.35442
22.81,0.05287,0.15028,0.27203,0.35504
22.82,0.05539,0.15293,0.26749,0.35034
22.83,0.05879,0.1563,0.26238,0.34518
22.84,0.05757,0.15496,0.25246,0.33568
22.85,0.05891,0.15634,0.24311,0.32666
22.86,0.05752,0.15493,0.23091,0.31509
22.87,0.05504,0.1524,0.21668,0.3015
22.88,0.05438,0.15192,0.20197,0.28719
22.89,0.05423,0.15168,0.18838,0.27419
22.9,0.05247,0.14995,0.17114,0.25734
22.91,0.05483,0.15237,0.1582,0.24486
22.92,0.05758,0.15526,0.14457,0.23129
22.93,0.05864,0.15635,0.12837,0.21549
22.94,0.06332,0.16107,0.1153,0.20249
22.95,0.0658,0.16367,0.10015,0.18735
22.96,0.06937,0.16733,0.08584,0.17312
22.97,0.06794,0.16605,0.06747,0.15465
22.98,0.07275,0.17084,0.05405,0.14118
22.99,0.07785,0.17599,0.04229,0.12947
23.0,0.07499,0.17348,0.02322,0.11008
23.01,0.07627,0.17476,0.00808,0.09477
23.02,0.07621,0.17483,-0.00766,0.07869
23.03,0.07925,0.17802,-0.02007,0.06596
23.04,0.08101,0.1798,-0.03301,0.05274
23.05,0.08537,0.1841,-0.04252,0.0431
23.06,0.08653,0.18536,-0.05546,0.02959
23.07,0.09243,0.19126,-0.06208,0.02255
23.08,0.09493,0.19377,-0.07155,0.01298
23.09,0.10064,0.1994,-0.07713,0.00718
23.1,0.10605,0.2047,-0.08185,0.00208
23.11,0.11122,0.20974,-0.08606,-0.00251
23.12,0.11583,0.21425,-0.08941,-0.0062
23.13,0.12417,0.22245,-0.08808,-0.00466
23.14,0.13169,0.22974,-0.08651,-0.00195
23.15,0.14059,0.23847,-0.08244,0.00443
23.16,0.14777,0.24549,-0.07928,0.00925
23.17,0.15838,0.25591,-0.07253,0.01712
23.18,0.17107,0.26806,-0.0632,0.02753
23.19,0.18038,0.27724,-0.05812,0.03335
23.2,0.18804,0.28464,-0.05318,0.03887
23.21,0.19515,0.29179,-0.0487,0.04368
23.22,0.20463,0.30119,-0.04142,0.05094
23.23,0.21009,0.30653,-0.03679,0.05556
23.24,0.21658,0.31296,-0.03108,0.06104
23.25,0.22697,0.32314,-0.02085,0.07104
23.26,0.23348,0.32951,-0.0144,0.07721
23.27,0.24129,0.33684,-0.00527,0.08609
23.28,0.24374,0.33853,-0.00059,0.09066
23.29,0.25053,0.34496,0.00723,0.0981
23.3,0.25678,0.35044,0.01621,0.10687
23.31,0.25837,0.35108,0.02067,0.11123
23.32,0.26091,0.35229,0.02741,0.11796
23.33,0.26093,0.35104,0.03076,0.1213
23.34,0.26336,0.35184,0.03886,0.12954
23.35,0.26273,0.34991,0.04487,0.13569
23.36,0.26201,0.34782,0.05173,0.14255
23.37,0.25697,0.34151,0.05659,0.14759
23.38,0.2494,0.33306,0.05979,0.15092
23.39,0.23879,0.32213,0.0612,0.15243
23.4,0.22736,0.31059,0.06334,0.15465
23.41,0.21246,0.29621,0.0629,0.15431
23.42,0.19584,0.28056,0.06196,0.15358
23.43,0.18072,0.26663,0.06328,0.15481
23.44,0.1627,0.25,0.06275,0.15437
23.45,0.1454,0.2341,0.06342,0.15513
23.46,0.12879,0.2185,0.06602,0.1578
23.47,0.1112,0.20192,0.06762,0.15924
23.48,0.09456,0.18591,0.07055,0.16234
23.49,0.07786,0.16978,0.07242,0.16405
23.5,0.06063,0.15263,0.07546,0.16721
23.51,0.04333,0.13551,0.07731,0.16906
23.52,0.02603,0.11769,0.07949,0.17133
23.53,0.00811,0.09938,0.08011,0.17207
23.54,-0.00719,0.08354,0.08324,0.1753
23.55,-0.02491,0.06527,0.08268,0.17478
23.56,-0.04035,0.04904,0.08425,0.17645
23.57,-0.05553,0.033,0.08548,0.17782
23.58,-0.06791,0.02006,0.08905,0.18143
23.59,-0.07981,0.00751,0.09215,0.18459
23.6,-0.08782,-0.00084,0.09915,0.19156
23.61,-0.09581,-0.00928,0.10421,0.19657
23.62,-0.10284,-0.01681,0.11039,0.20276
23.63,-0.10846,-0.02246,0.11633,0.20859
23.64,-0.11225,-0.02645,0.12316,0.21538
23.65,-0.11432,-0.02867,0.13089,0.22302
23.66,-0.1157,-0.02979,0.13858,0.23064
23.67,-0.11119,-0.02484,0.15052,0.24232
23.68,-0.10884,-0.02188,0.15908,0.25073
23.69,-0.10354,-0.01554,0.16862,0.26011
23.7,-0.10093,-0.01128,0.17405,0.26542
23.71,-0.09387,-0.00187,0.18489,0.27617
23.72,-0.08471,0.00954,0.19836,0.28929
23.73,-0.08145,0.01366,0.20765,0.29848
23.74,-0.07722,0.01896,0.21684,0.30744
23.75,-0.07041,0.0264,0.22666,0.31707
23.76,-0.06571,0.03124,0.23323,0.32349
23.77,-0.05963,0.03705,0.24018,0.33029
23.78,-0.04958,0.04659,0.25004,0.33989
23.79,-0.0424,0.05323,0.25607,0.3455
23.8,-0.03042,0.06444,0.26605,0.3549
23.81,-0.02069,0.07313,0.27411,0.36237
23.82,-0.01256,0.08053,0.27984,0.36724
23.83,-0.00282,0.08977,0.28698,0.37347
23.84,0.00648,0.09862,0.29423,0.37944
23.85,0.01206,0.10405,0.29791,0.38194
23.86,0.01804,0.11023,0.30191,0.38462
23.87,0.02287,0.11504,0.30423,0.38613
23.88,0.02974,0.12212,0.30709,0.38796
23.89,0.03637,0.12879,0.30888,0.38906
23.9,0.04031,0.13278,0.30693,0.38662
23.91,0.04802,0.14053,0.30636,0.38553
23.92,0.05351,0.14595,0.30268,0.38147
23.93,0.0562,0.14844,0.29587,0.3747
23.94,0.06058,0.15323,0.28803,0.36671
23.95,0.06265,0.1552,0.27822,0.35747
23.96,0.06283,0.15504,0.26562,0.34592
23.97,0.06173,0.15375,0.25203,0.33353
23.98,0.06302,0.15537,0.23732,0.31953
23.99,0.06239,0.15494,0.2207,0.30367
24.0,0.06359,0.15612,0.20588,0.28973
24.01,0.06631,0.1591,0.19098,0.27555
24.02,0.06844,0.16138,0.17532,0.2604
24.03,0.07247,0.16546,0.16184,0.24723
24.04,0.07514,0.16843,0.14619,0.23205
24.05,0.07966,0.17275,0.13254,0.21898
24.06,0.07986,0.17334,0.11607,0.20259
24.07,0.08019,0.17377,0.0993,0.18594
24.08,0.08201,0.17587,0.08457,0.17119
24.09,0.079,0.17309,0.06566,0.15211
24.1,0.07809,0.17235,0.04893,0.13536
24.11,0.0792,0.17352,0.0349,0.12108
24.12,0.08194,0.17618,0.02228,0.10811
24.13,0.08135,0.17605,0.00732,0.09256
24.14,0.08288,0.17751,-0.00542,0.07977
24.15,0.08551,0.18042,-0.01701,0.06758
24.16,0.09152,0.18646,-0.02423,0.06039
24.17,0.09667,0.19164,-0.03166,0.05274
24.18,0.0983,0.19344,-0.04272,0.04175
24.19,0.09825,0.19347,-0.05356,0.03109
24.2,0.10426,0.19943,-0.05783,0.02691
24.21,0.11096,0.20627,-0.06205,0.02295
24.22,0.11312,0.20847,-0.0683,0.01604
24.23,0.1229,0.21808,-0.06646,0.01799
24.24,0.126,0.22123,-0.06891,0.01512
24.25,0.13332,0.22856,-0.06769,0.01804
24.26,0.14097,0.23614,-0.0655,0.02304
24.27,0.14975,0.24481,-0.06261,0.02785
24.28,0.15626,0.25131,-0.06185,0.02963
24.29,0.16576,0.2609,-0.0575,0.03505
24.3,0.17384,0.26904,-0.05344,0.03994
24.31,0.18025,0.27549,-0.04963,0.04408
24.32,0.18712,0.28241,-0.04564,0.04814
24.33,0.19592,0.29137,-0.03895,0.05469
24.34,0.20222,0.29753,-0.03331,0.0602
24.35,0.2072,0.30263,-0.02904,0.06421
24.36,0.21101,0.30654,-0.02523,0.0678
24.37,0.21708,0.31258,-0.01895,0.07388
24.38,0.22132,0.31688,-0.01461,0.07805
24.39,0.23037,0.32574,-0.00411,0.08822
24.4,0.23509,0.33012,0.00172,0.09387
24.41,0.24115,0.33564,0.01006,0.10202
24.42,0.24506,0.33892,0.0169,0.10874
24.43,0.24896,0.34229,0.02429,0.11601
24.44,0.24943,0.34231,0.02842,0.12001
24.45,0.2543,0.34671,0.03896,0.13035
24.46,0.25296,0.34492,0.04381,0.13509
24.47,0.25036,0.34188,0.04843,0.13964
24.48,0.24361,0.33413,0.05177,0.1432
24.49,0.24001,0.33023,0.05792,0.14934
24.5,0.23184,0.32189,0.06016,0.15156
24.51,0.22015,0.31019,0.06056,0.15221
24.52,0.20901,0.29945,0.06126,0.15297
24.53,0.19748,0.28823,0.06354,0.1554
24.54,0.18156,0.27305,0.06051,0.15241
24.55,0.16622,0.2582,0.06001,0.15187
24.56,0.15162,0.24395,0.06092,0.15304
24.57,0.13939,0.23235,0.06449,0.15641
24.58,0.12668,0.22027,0.06752,0.15957
24.59,0.11145,0.20533,0.06888,0.16078
24.6,0.0981,0.1925,0.07197,0.16394
24.61,0.08478,0.17947,0.07475,0.16657
24.62,0.07108,0.16609,0.07844,0.1703
24.63,0.05574,0.15061,0.07969,0.17157
24.64,0.04294,0.13777,0.08354,0.17545
24.65,0.02749,0.12207,0.0841,0.17602
24.66,0.01388,0.10804,0.08672,0.17874
24.67,0.00252,0.09631,0.09152,0.18351
24.68,-0.00973,0.08347,0.09505,0.18714
24.69,-0.02299,0.06981,0.09677,0.18884
24.7,-0.03385,0.05827,0.10152,0.19367
24.71,-0.04234,0.04922,0.10855,0.20072
24.72,-0.05329,0.038,0.11128,0.20345
24.73,-0.06453,0.02644,0.11416,0.20638
24.74,-0.07149,0.01914,0.12109,0.21331
24.75,-0.07703,0.01363,0.12831,0.22048
24.76,-0.0812,0.00956,0.13605,0.22805
24.77,-0.0872,0.00355,0.14247,0.2346
24.78,-0.09137,-0.0004,0.14812,0.24009
24.79,-0.09278,-0.00197,0.15659,0.24848
24.8,-0.09695,-0.00602,0.16077,0.25258
24.81,-0.10056,-0.00946,0.16438,0.25624
24.82,-0.09866,-0.00692,0.17254,0.26405
24.83,-0.09846,-0.0059,0.17748,0.26903
24.84,-0.09959,-0.0056,0.17902,0.27041
24.85,-0.09298,0.00308,0.1895,0.28076
24.86,-0.08837,0.00918,0.19786,0.28893
24.87,-0.08313,0.01513,0.20707,0.2977
24.88,-0.08039,0.0184,0.21305,0.30339
24.89,-0.07391,0.02519,0.22095,0.31085
24.9,-0.0709,0.02817,0.22439,0.31395
24.91,-0.0623,0.0364,0.2329,0.32193
24.92,-0.05543,0.04275,0.23862,0.32716
24.93,-0.0466,0.05094,0.24628,0.334
24.94,-0.03927,0.05749,0.25144,0.33831
24.95,-0.02936,0.06695,0.25923,0.34513
24.96,-0.01951,0.0763,0.26657,0.35115
24.97,-0.01129,0.08425,0.27271,0.35621
24.98,-0.00082,0.09475,0.28052,0.36258
24.99,0.0107,0.10598,0.28939,0.37033
25.0,0.01981,0.11508,0.29487,0.37491
25.01,0.02733,0.12247,0.29842,0.37776
25.02,0.0345,0.13004,0.29905,0.37755
25.03,0.04467,0.13999,0.30287,0.38111
25.04,0.05251,0.14784,0.30197,0.38029
25.05,0.05939,0.15479,0.29859,0.377
25.06,0.0618,0.15717,0.2907,0.36979
25.07,0.06548,0.16089,0.28213,0.36212
25.08,0.06685,0.16233,0.27036,0.3514
25.09,0.06768,0.16313,0.25723,0.33941
25.1,0.06296,0.15857,0.23781,0.32131
25.11,0.06271,0.15858,0.22125,0.3056
25.12,0.06238,0.1583,0.20427,0.28947
25.13,0.06528,0.16118,0.18897,0.27473
25.14,0.0596,0.15584,0.16705,0.25354
25.15,0.06626,0.16255,0.15556,0.24233
25.16,0.07046,0.1669,0.14113,0.22807
25.17,0.07192,0.16837,0.12399,0.2111
25.18,0.07463,0.17131,0.108,0.19531
25.19,0.07712,0.17389,0.09181,0.17927
25.2,0.08164,0.17849,0.07795,0.16561
25.21,0.08328,0.18043,0.06141,0.14897
25.22,0.08686,0.18393,0.047,0.13457
25.23,0.08847,0.1858,0.03053,0.11832
25.24,0.09094,0.18813,0.01633,0.10421
25.25,0.09852,0.19596,0.00597,0.09349
25.26,0.09815,0.19551,-0.00934,0.07839
25.27,0.10306,0.20078,-0.02185,0.06544
25.28,0.10465,0.20244,-0.03565,0.05141
25.29,0.11221,0.20997,-0.04298,0.04388
25.3,0.1166,0.21443,-0.05323,0.03334
25.31,0.12425,0.22205,-0.05936,0.02722
25.32,0.12744,0.2253,-0.06852,0.01761
25.33,0.13429,0.23216,-0.07366,0.01201
25.34,0.14267,0.24065,-0.07649,0.00854
25.35,0.14845,0.24636,-0.08013,0.00441
25.36,0.15291,0.25089,-0.08399,0.00164
25.37,0.16187,0.25966,-0.08154,0.00635
25.38,0.16815,0.26582,-0.07928,0.01029
25.39,0.17853,0.27607,-0.07265,0.01786
25.4,0.186,0.28352,-0.06928,0.0219
25.41,0.19822,0.29571,-0.06097,0.03067
25.42,0.20534,0.30259,-0.05516,0.03676
25.43,0.21483,0.31205,-0.0475,0.04451
25.44,0.22511,0.32209,-0.03789,0.05383
25.45,0.2311,0.328,-0.03232,0.05928
25.46,0.23799,0.33485,-0.02606,0.06519
25.47,0.24579,0.34217,-0.01664,0.07449
25.48,0.25293,0.34919,-0.00909,0.08167
25.49,0.25523,0.35099,-0.00521,0.08522
25.5,0.2668,0.36188,0.00804,0.09819
25.51,0.27176,0.3663,0.0156,0.10562
25.52,0.27359,0.36726,0.02113,0.11117
25.53,0.27829,0.37134,0.02895,0.11883
25.54,0.28136,0.37374,0.03621,0.12607
25.55,0.28205,0.37404,0.041,0.13082
25.56,0.27981,0.37074,0.046,0.13617
25.57,0.28153,0.3716,0.05459,0.14464
25.58,0.27696,0.36632,0.05788,0.14805
25.59,0.26879,0.35748,0.05874,0.1491
25.6,0.26163,0.34997,0.06003,0.15023
25.61,0.25003,0.33825,0.05858,0.14884
25.62,0.23804,0.32604,0.05909,0.14947
25.63,0.2208,0.30882,0.05475,0.14541
25.64,0.20887,0.29745,0.05571,0.14632
25.65,0.19093,0.27996,0.05183,0.1425
25.66,0.17853,0.26769,0.05501,0.14573
25.67,0.1606,0.24987,0.05282,0.1437
25.68,0.14442,0.23413,0.05295,0.14379
25.69,0.1305,0.22051,0.05615,0.14701
25.7,0.11778,0.20821,0.0603,0.151
25.71,0.10616,0.19666,0.06679,0.1576
25.72,0.09054,0.18157,0.06832,0.15915
25.73,0.07466,0.16612,0.0697,0.16064
25.74,0.06053,0.15224,0.07316,0.16423
25.75,0.04232,0.13443,0.07108,0.16228
25.76,0.0293,0.12166,0.07528,0.16651
25.77,0.01319,0.1056,0.075,0.16631
25.78,0.00015,0.09259,0.07797,0.16931
25.79,-0.01316,0.07895,0.0805,0.17191
25.8,-0.02388,0.06789,0.08493,0.17634
25.81,-0.03768,0.05372,0.08535,0.17683
25.82,-0.04559,0.04574,0.09132,0.1827
25.83,-0.05532,0.03558,0.09516,0.18653
25.84,-0.06157,0.0291,0.10173,0.19301
25.85,-0.06577,0.02489,0.1095,0.20065
25.86,-0.06908,0.0217,0.11834,0.20945
25.87,-0.07243,0.01886,0.12568,0.21663
25.88,-0.07625,0.01561,0.13155,0.22235
25.89,-0.08067,0.01195,0.13624,0.22679
25.9,-0.0822,0.01075,0.14316,0.23359
25.91,-0.08625,0.00706,0.14721,0.23756
25.92,-0.08601,0.00806,0.15425,0.24435
25.93,-0.08785,0.00657,0.15816,0.24804
25.94,-0.0879,0.00683,0.16355,0.25328
25.95,-0.0841,0.01159,0.17136,0.26079
25.96,-0.08333,0.01379,0.17505,0.26427
25.97,-0.07921,0.01913,0.18109,0.27002
25.98,-0.07378,0.02534,0.18879,0.27738
25.99,-0.0708,0.02884,0.19325,0.28151
26.0,-0.06623,0.03389,0.19888,0.28658
26.01,-0.06189,0.03821,0.20412,0.29162
26.02,-0.05876,0.04098,0.20767,0.29497
26.03,-0.04878,0.05104,0.21619,0.30275
26.04,-0.03849,0.06097,0.22531,0.31123
26.05,-0.0308,0.06814,0.23194,0.31723
26.06,-0.02037,0.07834,0.23982,0.32408
26.07,-0.00649,0.09173,0.25142,0.33461
26.08,0.00042,0.09859,0.25664,0.339
26.09,0.01315,0.11109,0.2671,0.34816
26.1,0.02224,0.12007,0.27382,0.35403
26.11,0.03161,0.12953,0.27999,0.35913
26.12,0.04145,0.13944,0.28629,0.36446
26.13,0.05131,0.14952,0.29183,0.36909
26.14,0.05756,0.15596,0.29328,0.36999
26.15,0.06138,0.16007,0.29087,0.36737
26.16,0.06641,0.16521,0.28824,0.36482
26.17,0.07017,0.16881,0.28464,0.36172
26.18,0.07201,0.1708,0.27647,0.35422
26.19,0.07426,0.17314,0.26779,0.34652
26.2,0.07493,0.17377,0.25676,0.33669
26.21,0.0756,0.17449,0.24522,0.32618
26.22,0.07701,0.17598,0.23274,0.31482
26.23,0.07639,0.17544,0.21797,0.30115
26.24,0.07657,0.17578,0.20275,0.28683
26.25,0.08028,0.17936,0.19158,0.27652
26.26,0.0838,0.18288,0.17854,0.26415
26.27,0.08647,0.18548,0.16467,0.25087
26.28,0.09081,0.18981,0.15235,0.23889
26.29,0.09285,0.19187,0.137,0.22402
26.3,0.0951,0.19418,0.12238,0.20983
26.31,0.09901,0.19813,0.10933,0.19699
26.32,0.09996,0.19928,0.09314,0.18095
26.33,0.1059,0.20513,0.08242,0.1704
26.34,0.10371,0.20323,0.06306,0.15099
26.35,0.10474,0.20428,0.04802,0.13591
26.36,0.10753,0.20724,0.03452,0.1224
26.37,0.1078,0.20746,0.01887,0.1066
26.38,0.11426,0.21387,0.00972,0.09744
26.39,0.1208,0.22042,0.00085,0.08827
26.4,0.12217,0.22178,-0.01215,0.07522
26.41,0.12416,0.22377,-0.02471,0.06243
26.42,0.12816,0.22773,-0.03391,0.05325
26.43,0.13167,0.23116,-0.04333,0.04375
26.44,0.13417,0.23367,-0.05292,0.03405
26.45,0.14052,0.23984,-0.05782,0.02906
26.46,0.14721,0.24633,-0.06141,0.02524
26.47,0.15324,0.25221,-0.06503,0.02145
26.48,0.16046,0.2591,-0.06617,0.02031
26.49,0.1652,0.26385,-0.06957,0.01771
26.5,0.17338,0.27173,-0.06628,0.02261
26.51,0.18246,0.28046,-0.05978,0.02989
26.52,0.19148,0.2893,-0.05257,0.03748
26.53,0.20132,0.29875,-0.04434,0.04613
26.54,0.20587,0.30308,-0.04117,0.04935
26.55,0.21679,0.31381,-0.03101,0.05905
26.56,0.22474,0.3215,-0.02292,0.06667
26.57,0.2334,0.3297,-0.01321,0.07587
26.58,0.23958,0.33547,-0.00556,0.08293
26.59,0.2449,0.34046,0.00073,0.08904
26.6,0.25246,0.34746,0.00954,0.09776
26.61,0.25788,0.35225,0.01739,0.10569
26.62,0.26154,0.35541,0.02288,0.1114
26.63,0.26741,0.36032,0.03191,0.1208
26.64,0.27341,0.36549,0.04155,0.13069
26.65,0.27489,0.36638,0.04677,0.13626
26.66,0.27385,0.36511,0.04983,0.1396
26.67,0.27516,0.36588,0.05697,0.14679
26.68,0.27358,0.36381,0.06164,0.15153
26.69,0.26869,0.35888,0.06306,0.15281
26.7,0.26015,0.3505,0.06252,0.1523
26.71,0.25371,0.3441,0.06508,0.15473
26.72,0.2402,0.33103,0.06098,0.1506
26.73,0.23327,0.32465,0.0646,0.15391
26.74,0.21952,0.31132,0.0628,0.15242
26.75,0.20699,0.29902,0.06364,0.15319
26.76,0.19275,0.28518,0.06345,0.15323
26.77,0.18135,0.27391,0.06737,0.15709
26.78,0.16748,0.26049,0.06923,0.159
26.79,0.15521,0.24859,0.07313,0.16302
26.8,0.14107,0.2351,0.0749,0.16448
26.81,0.12531,0.21956,0.07633,0.16603
26.82,0.10848,0.20316,0.0765,0.16633
26.83,0.0925,0.18745,0.07818,0.16818
26.84,0.07698,0.17201,0.07958,0.16997
26.85,0.06249,0.15806,0.08158,0.17195
26.86,0.04472,0.14034,0.08064,0.17128
26.87,0.02948,0.12549,0.08081,0.17144
26.88,0.01845,0.11428,0.08687,0.17769
26.89,0.00559,0.10136,0.08979,0.18077
26.9,-0.0059,0.08984,0.09326,0.18417
26.91,-0.01642,0.07935,0.09652,0.18743
26.92,-0.02439,0.071,0.10286,0.1938
26.93,-0.03405,0.06121,0.10646,0.19729
26.94,-0.04399,0.05097,0.10849,0.19932
26.95,-0.05254,0.04235,0.11094,0.20169
26.96,-0.0552,0.03999,0.11827,0.20874
26.97,-0.06005,0.03482,0.12375,0.21424
26.98,-0.06217,0.03296,0.13013,0.22038
26.99,-0.06194,0.03322,0.13919,0.22934
27.0,-0.06584,0.02901,0.14317,0.23326
27.01,-0.06954,0.02512,0.14596,0.23601
27.02,-0.0652,0.02999,0.15526,0.24505
27.03,-0.06697,0.02861,0.15786,0.24769
27.04,-0.06359,0.03317,0.16476,0.25447
27.05,-0.06033,0.03736,0.16931,0.25885
27.06,-0.0564,0.04168,0.17543,0.26488
27.07,-0.05124,0.04733,0.18258,0.27171
27.08,-0.04604,0.0528,0.18975,0.2787
27.09,-0.04215,0.05656,0.19474,0.2835
27.1,-0.03549,0.06295,0.20124,0.28972
27.11,-0.02921,0.06884,0.20735,0.29562
27.12,-0.02268,0.07483,0.21294,0.30084
27.13,-0.01568,0.08157,0.21825,0.30573
27.14,-0.00733,0.08952,0.22582,0.31305
27.15,-0.00136,0.09553,0.23103,0.31781
27.16,0.0073,0.10438,0.23741,0.32346
27.17,0.01249,0.10985,0.24058,0.326
27.18,0.02128,0.11888,0.24639,0.33102
27.19,0.02677,0.12486,0.24855,0.3325
27.2,0.0325,0.13086,0.2511,0.33454
27.21,0.03702,0.13565,0.25219,0.3351
27.22,0.04676,0.14567,0.25619,0.33847
27.23,0.04818,0.14695,0.25369,0.33595
27.24,0.05261,0.15151,0.25111,0.33298
27.25,0.05441,0.15331,0.24531,0.32717
27.26,0.05483,0.15371,0.23726,0.31932
27.27,0.05122,0.15017,0.22411,0.30689
27.28,0.05073,0.14983,0.21225,0.29535
27.29,0.04799,0.14717,0.19801,0.28201
27.3,0.04791,0.14713,0.18472,0.2692
27.31,0.04855,0.14792,0.17107,0.25598
27.32,0.04451,0.14407,0.15282,0.23814
27.33,0.05092,0.15049,0.14278,0.22828
27.34,0.05267,0.15224,0.12742,0.21302
27.35,0.05638,0.15618,0.11445,0.20013
27.36,0.05876,0.15866,0.09911,0.18469
27.37,0.06002,0.16008,0.08292,0.1684
27.38,0.06074,0.16103,0.06538,0.15089
27.39,0.06221,0.16247,0.05037,0.13597
27.4,0.06336,0.16389,0.03399,0.11935
27.41,0.06028,0.16095,0.01382,0.09877
27.42,0.06264,0.16336,-0.00124,0.08355
27.43,0.06156,0.16249,-0.01855,0.06541
27.44,0.06239,0.1633,-0.0335,0.05021
27.45,0.06766,0.16865,-0.04407,0.03889
27.46,0.06805,0.169,-0.05822,0.02454
27.47,0.07318,0.17411,-0.06756,0.01515
27.48,0.07787,0.17876,-0.0763,0.00614
27.49,0.08305,0.18376,-0.08309,-0.00052
27.5,0.0861,0.18673,-0.09123,-0.00863
27.51,0.09408,0.1946,-0.09313,-0.01023
27.52,0.10027,0.20066,-0.09529,-0.01237
27.53,0.10535,0.2056,-0.09698,-0.01376
27.54,0.11383,0.21391,-0.09424,-0.01003
27.55,0.12141,0.22143,-0.09154,-0.00512
27.56,0.12929,0.22917,-0.08812,0.00022
27.57,0.13647,0.23613,-0.08524,0.004
27.58,0.14745,0.24685,-0.07857,0.01139
27.59,0.15358,0.25299,-0.07621,0.01424
27.6,0.15949,0.25881,-0.07206,0.0186
27.61,0.16825,0.26727,-0.06409,0.0268
27.62,0.17231,0.27119,-0.06049,0.03036
27.63,0.18047,0.27907,-0.05184,0.03903
27.64,0.1865,0.28489,-0.0453,0.04548
27.65,0.19446,0.2925,-0.03619,0.0545
27.66,0.20094,0.29865,-0.0287,0.06194
27.67,0.21213,0.30928,-0.01569,0.07484
27.68,0.22003,0.3167,-0.00583,0.08468
27.69,0.22683,0.32271,0.00361,0.09412
27.7,0.23517,0.33028,0.01482,0.10513
27.71,0.23758,0.33188,0.01976,0.10998
27.72,0.24419,0.33746,0.03093,0.12113
27.73,0.24704,0.33916,0.03783,0.1281
27.74,0.24933,0.34087,0.04429,0.13455
27.75,0.24667,0.33762,0.04758,0.13803
27.76,0.24635,0.33663,0.05463,0.14516
27.77,0.24119,0.33116,0.05679,0.14738
27.78,0.23524,0.32484,0.05966,0.15026
27.79,0.22722,0.31688,0.06042,0.15098
27.8,0.21748,0.30684,0.06248,0.15317
27.81,0.20331,0.29303,0.05952,0.15048
27.82,0.19227,0.28229,0.06171,0.15266
27.83,0.17879,0.26963,0.06125,0.15233
27.84,0.16354,0.25529,0.05968,0.15071
27.85,0.14725,0.23968,0.05855,0.14984
27.86,0.13689,0.23019,0.06347,0.15466
27.87,0.12304,0.21731,0.06481,0.15572
27.88,0.11113,0.20593,0.06945,0.16051
27.89,0.09626,0.19148,0.07142,0.16258
27.9,0.08489,0.18074,0.07682,0.16789
27.91,0.07151,0.16782,0.07999,0.17098
27.92,0.05732,0.15369,0.08315,0.17421
27.93,0.04347,0.14005,0.08621,0.17721
27.94,0.03017,0.12683,0.08997,0.18095
27.95,0.01509,0.11141,0.09303,0.18417
27.96,-2e-05,0.09614,0.09449,0.18568
27.97,-0.00936,0.08688,0.10137,0.19238
27.98,-0.02289,0.07269,0.10417,0.19531
27.99,-0.03628,0.05853,0.10679,0.19805
28.0,-0.04368,0.0509,0.11482,0.20603
28.01,-0.05152,0.04264,0.12195,0.2131
28.02,-0.0593,0.03448,0.12863,0.21973
28.03,-0.06793,0.02584,0.13257,0.22366
28.04,-0.07213,0.02135,0.14152,0.23254
28.05,-0.07725,0.01637,0.1475,0.23846
28.06,-0.08308,0.01052,0.15218,0.24316
28.07,-0.08976,0.00378,0.15501,0.2459
28.08,-0.09143,0.00228,0.16238,0.25323
28.09,-0.08955,0.00439,0.17249,0.26308
28.1,-0.09227,0.00183,0.17607,0.26649
28.11,-0.09265,0.00168,0.18049,0.27077
28.12,-0.09176,0.00362,0.18651,0.27665
28.13,-0.08994,0.00706,0.19284,0.28286
28.14,-0.0848,0.01363,0.19995,0.28935
28.15,-0.08247,0.01612,0.20718,0.29665
28.16,-0.07778,0.02147,0.21366,0.30253
28.17,-0.07455,0.02491,0.21884,0.30739
28.18,-0.06831,0.03121,0.22547,0.31355
