Time,RH.ACC.X,RH.ACC.Y,RH.ACC.Z,RH.GY.X,RH.GY.Y,RH.GY.Z,LH.ACC.X,LH.ACC.Y,LH.ACC.Z,LH.GY.X,LH.GY.Y,LH.GY.Z,RT.ACC.X,RT.ACC.Y,RT.ACC.Z,RT.GY.X,RT.GY.Y,RT.GY.Z,LT.ACC.X,LT.ACC.Y,LT.ACC.Z,LT.GY.X,LT.GY.Y,LT.GY.Z
7.1307,-0.815918,-2.070313,-0.1821289,45.97561,-1.52439,-313.2317,2.834473,-6.084961,4.100098,520.1219,-155.8537,221.4634,-0.02294922,0.2001953,0.8857422,-555,-52.07317,48.35366,3.635742,6.352051,4.979492,-98.78049,-340.4878,161.7073
7.1334,-0.6704102,-2.053223,-0.2958984,51.64634,12.07317,-323.3537,1.262695,-3.028809,-0.02050781,948.1708,-472.0122,560.5488,0.1367188,-0.03857422,1.107422,-578.5366,-9.390244,60.67073,3.32666,1.52002,4.910645,-67.92683,-204.6342,95.30488
7.1361,-0.159668,-2.164551,-0.3779297,48.53659,52.9878,-347.1951,2.083496,-1.845703,-1.300781,958.6586,-521.8293,638.4756,0.215332,-0.3510742,1.167969,-589.1464,26.64634,58.71951,3.663086,0.3608398,3.266602,36.70732,-6.707317,104.2073
7.1388,0.1176758,-2.224121,-0.465332,47.80488,58.59756,-369.0244,2.893555,-0.2641602,-1.307617,862.0122,-394.2073,618.5366,0.25,-0.9794922,0.8574219,-606.2805,120.8537,40.60976,4.796387,-0.9985352,-1.277832,47.2561,23.17073,127.1341
7.1415,0.3876953,-2.268066,-0.8969727,42.9878,56.15854,-372.561,2.45459,0.1572266,-0.46875,837.8049,-272.2561,568.3537,-0.05419922,-1.349609,0.4882813,-619.6342,152.9268,25.06098,4.988281,-1.750488,-3.289551,-37.92683,106.1585,119.2683
7.1442,0.3115234,-2.250977,-1.134277,20.85366,53.10976,-357.1342,0.2460938,0.6762695,1.18457,905.9756,-72.31708,479.0244,-0.2587891,-1.365723,0.3227539,-648.1708,150.3049,-8.414635,3.70166,-3.3125,-5.689941,-108.7805,201.3415,94.87805
7.1469,-0.04980469,-2.109375,-1.772461,4.878049,54.5122,-343.5366,-2.17334,2.262695,1.68457,929.3903,-110.9756,430.8537,-0.762207,-0.8745117,0.07910156,-662.3171,120.122,-21.15854,1.919434,-3.948242,-6.226563,-236.2805,369.4512,20.60976
7.1496,-0.2460938,-2.089355,-2.314453,-30.60976,86.52439,-326.0976,-9.225098,5.42627,4.27002,475.6098,-308.1098,217.7439,-1.087402,-0.4428711,0.2216797,-704.3903,-6.890244,-36.40244,-3.228027,-5.484863,-5.806152,-348.1098,323.5366,19.02439
7.1523,-0.3608398,-2.240723,-2.32959,-39.2683,129.6342,-327.1951,-9.504395,3.573242,3.658203,201.8902,70.06097,296.1585,-1.240723,0.1689453,1.086914,-751.3415,-170.4268,-19.08537,-5.181641,-6.245605,-4.379395,-399.1464,235.1829,52.13415
7.155,-0.8701172,-2.722168,-1.699219,-12.98781,224.2683,-344.1464,-6.378906,1.954102,1.577148,-146.4024,398.7805,366.5244,-0.9731445,0.4311523,1.337891,-757.561,-193.2927,-0.1829268,-6.26123,-7.374023,0.4013672,-423.4756,34.2683,50.97561
7.1577,-1.140137,-2.960449,-1.194336,21.15854,242.622,-355.4878,-1.285645,-0.480957,0.4936523,-217.1951,268.3537,294.1464,-0.2924805,0.8979492,0.9189453,-765.4878,-88.41463,13.35366,-5.213867,-7.092773,2.010254,-404.0244,-42.0122,25.42683
7.1604,-1.109863,-3.162598,-0.3681641,111.8902,218.3537,-377.3171,0.2529297,-1.147461,0.3432617,-218.8415,229.939,159.6342,-0.09570313,0.8608398,0.4882813,-790.3049,-9.878049,-0.2439024,-1.601563,-5.044434,4.022949,-367.9878,-77.0122,-20.4878
7.1631,-0.7651367,-3.037598,-0.2978516,158.1707,199.6951,-393.4146,1.687988,-1.976563,-0.1708984,-210.8537,287.7439,65.91463,0.005859375,0.1552734,-0.01171875,-851.5854,101.7073,-52.19512,-0.2436523,-4.01709,4.948242,-330.4878,-47.13415,-36.52439
7.1658,-0.4086914,-2.481445,-0.7822266,207.9268,207.561,-438.2927,2.039063,-2.208984,-0.4003906,-228.8415,264.7561,34.02439,-0.1391602,-0.3271484,-0.1171875,-873.7195,118.7195,-83.29269,1.23877,-2.350586,5.643066,-234.6342,48.78049,-10.54878
7.1685,-0.4746094,-2.206055,-1.194824,207.1342,218.4146,-449.8781,2.468262,-2.337402,-1.310059,-318.5366,147.7439,-12.5,-0.6625977,-1.296875,0.3208008,-903.7805,78.59756,-134.5732,2.744629,-0.8842773,5.90332,-192.5,88.78049,28.04878
7.1712,-0.6611328,-1.946777,-1.919922,160.2439,229.8781,-445.7317,2.41748,-2.390625,-1.708008,-383.6585,70.12196,-15.60976,-0.9750977,-1.836914,0.7739258,-898.4756,45.54878,-147.9268,3.067383,-0.1293945,5.286621,-74.20732,131.2805,73.96342
7.1739,-0.7114258,-1.998535,-1.991211,114.939,241.6463,-428.2317,1.697754,-2.948242,-1.711426,-399.5122,30.54878,120.061,-1.175293,-2.526367,1.273438,-846.4634,-28.17073,-145.3659,1.228027,0.9804688,2.509766,-15.36585,130.7927,66.82927
7.1766,-0.9541016,-2.367188,-1.544434,115.6098,251.4025,-422.0122,1.150391,-3.060547,-1.461426,-337.3781,-14.69512,201.0366,-0.984375,-2.660645,1.178711,-816.5854,-65.85366,-128.7195,-0.1674805,0.9545898,1.497559,27.56098,126.0976,93.78049
7.1793,-1.407715,-2.859863,-0.565918,179.5732,241.7073,-425.7927,0.1503906,-2.967773,-0.2036133,-50.54878,-197.3781,258.0488,0.02148438,-2.800781,0.7988281,-781.2805,-93.78049,-66.15854,-1.218262,-0.002929688,0.3012695,24.45122,130.7927,131.5854
7.182,-1.505371,-3.029297,-0.02246094,236.4025,224.7561,-435.6098,-0.4316406,-2.588867,0.737793,141.1585,-276.8293,234.8171,0.5668945,-2.719727,0.4550781,-775.6708,-78.35366,-31.82927,-0.9584961,-0.6748047,-0.07861328,-3.597561,164.0244,152.0122
7.1847,-1.244141,-3.033203,0.7861328,360.6098,215.122,-468.8415,-0.6669922,-2.342285,0.8994141,449.7561,-291.2195,154.3902,1.083984,-1.984375,-0.9223633,-791.9512,-31.70732,-3.04878,-0.3564453,-1.585449,0.1166992,-38.10976,172.7439,74.5122
7.1874,-1.069824,-2.814453,0.7714844,413.3537,230.4878,-491.4634,-0.9277344,-1.737305,0.875,535.1219,-224.4512,120.6707,0.7983398,-1.462402,-1.748535,-820.9756,-20.79268,-17.13415,0.01904297,-1.953613,0.4545898,-45.79268,157.0122,41.03659
7.1901,-0.7158203,-2.29248,0.1352539,452.6829,284.2683,-528.6586,-0.8369141,-1.387695,0.7563477,604.4512,30.12195,90,0.5048828,-1.813477,-1.099609,-913.4756,-10.85366,-61.58537,1.554688,-2.522949,0.934082,-41.09756,110.7927,2.926829
7.1928,-0.5361328,-2.194336,-0.004882813,441.2805,314.3293,-543.1707,-0.480957,-0.6044922,0.2954102,605.9147,165.4268,77.68293,-0.1240234,-3.094238,1.103516,-939.0854,41.40244,-70.91463,2.259766,-2.521484,0.9360352,-27.98781,88.84147,-12.56098
7.1955,-0.2138672,-2.112305,-0.015625,402.8049,331.4024,-561.7683,-0.4379883,-0.2553711,0.1166992,562.0122,323.6585,34.7561,-0.2939453,-3.775391,2.10791,-907.9879,72.62196,-69.14634,2.613281,-1.858398,0.6870117,0.3048781,76.21951,-31.64634
7.1982,-0.02978516,-1.929199,0.01513672,382.2561,319.5122,-559.8171,-0.5424805,0.3393555,-0.215332,483.4756,309.5732,-11.89024,-0.5234375,-4.593262,2.697266,-797.3781,143.7805,-80.73171,2.259766,-1.347168,0.5566406,9.390244,91.64635,-28.65854
7.2009,0.3056641,-1.578125,0.08056641,318.1707,267.561,-526.3415,-0.6640625,0.6425781,-0.3500977,420.1219,248.7195,-30.18293,-0.7519531,-4.711426,2.263184,-740.8537,168.8415,-96.09756,0.9077148,-0.3652344,0.3452148,11.89024,137.439,-1.036585
7.2036,0.4780273,-1.466797,0.1835938,290.3659,217.2561,-476.8293,-0.5166016,0.9702148,-0.009765625,246.2195,78.53659,-46.21951,-1.376465,-4.702637,1.202637,-666.2195,155.061,-131.0366,0.1274414,-0.02099609,0.2880859,8.780488,151.2195,16.89024
7.2063,0.7558594,-1.374023,0.3637695,289.0244,192.3781,-454.4512,-0.2426758,0.9482422,0.2827148,162.439,17.43902,-49.87805,-1.675781,-4.733398,0.9985352,-641.7073,133.9634,-141.2805,-1.130371,0.230957,0.5610352,-5.121951,147.5,42.2561
7.209,0.7861328,-1.392578,0.4077148,301.9512,142.0732,-413.2317,0.2504883,0.5942383,0.3481445,28.96342,-23.47561,-55.4878,-1.958008,-4.735352,1.357422,-593.8415,101.7073,-138.2317,-1.647949,-0.09619141,1.263184,-12.86585,134.3902,45.12195
7.2117,0.7397461,-1.394043,0.2827148,302.0732,111.6463,-393.7195,0.3911133,0.3583984,0.1362305,-27.31707,-19.63415,-60.2439,-1.920898,-4.668457,1.708984,-565.1219,89.87805,-129.7561,-1.618164,-0.3691406,1.488281,-10.85366,107.5,32.2561
7.2144,0.6621094,-1.339844,0.1787109,291.3415,64.93903,-355.6707,0.3300781,-0.1474609,-0.3613281,-140.3049,-11.28049,-67.0122,-1.588379,-4.47998,2.307617,-493.3537,85.91463,-107.3171,-1.089844,-0.8237305,1.397949,-1.158537,91.7683,20.85366
7.2171,0.6298828,-1.302734,0.1679688,283.9634,53.17073,-336.9512,0.08642578,-0.5961914,-0.5136719,-199.3293,-13.29268,-60.12195,-1.36377,-4.36377,2.466797,-450.1219,93.17073,-96.64635,-0.6655273,-0.9301758,1.15332,19.39024,45.91463,-3.963415
7.2198,0.4716797,-1.158691,0.08447266,275.1219,46.64634,-300.6098,-0.005371094,-0.7753906,-0.4638672,-303.5366,-19.45122,-26.09756,-0.8876953,-4.015625,2.266602,-352.439,84.45123,-91.70732,0.2807617,-0.9072266,0.7011719,26.34146,13.29268,-19.32927
7.2225,0.4663086,-1.07373,0.09033203,273.5366,47.31707,-279.3903,-0.09716797,-1.080078,-0.1762695,-342.3171,-17.9878,-3.414634,-0.8095703,-4.121094,2.246094,-296.2195,48.65854,-102.9878,0.6987305,-0.8422852,0.6191406,25,10.79268,-21.82927
7.2252,0.4306641,-0.8110352,0.05273438,275.8537,50.4878,-237.8049,-0.09960938,-1.216309,-0.008300781,-374.6342,-1.463415,40.2439,-1.127441,-3.088867,1.249512,-227.1951,-40.97561,-87.31708,1.20459,-0.6879883,0.7148438,21.52439,25.73171,-16.76829
7.2279,0.394043,-0.6225586,0.03857422,272.0122,44.81707,-215.7317,-0.05322266,-1.432129,0.1298828,-336.5244,15.06098,69.63415,-0.3925781,-2.902344,2.994629,-228.4756,-50.54878,-59.57317,1.25,-0.6318359,0.8095703,21.03659,35.97561,-10
7.2306,0.2939453,-0.1582031,-0.1723633,253.2927,24.39024,-170.1829,-0.01464844,-1.548828,0.105957,-296.3415,18.47561,77.7439,0.159668,-3.163086,4.82666,-192.9878,58.53659,-17.13415,1.057129,-0.6030273,0.8901367,22.37805,51.82927,4.939024
7.2333,0.1865234,0.0859375,-0.4296875,234.2073,10.12195,-149.5122,0.009765625,-1.831543,0.003417969,-190.8537,3.170732,71.21951,0.9794922,-3.363281,5.069336,-53.65854,257.9268,5.182927,0.847168,-0.625,0.8652344,23.29268,58.53659,11.46342
7.236,0.01318359,0.4584961,-1.037109,168.4146,-20,-109.7561,-0.01464844,-1.966309,-0.006347656,-132.8049,-8.414635,60.73171,1.148926,-3.185547,3.759277,5.060976,312.6829,7.865854,0.2641602,-0.7329102,0.8041992,21.76829,67.92683,24.32927
7.2387,0.01074219,0.5258789,-1.227051,72.62196,-38.71951,-69.45122,-0.07861328,-2.141602,0.04736328,-22.37805,-11.70732,35.97561,1.163574,-2.555664,2.359863,62.43903,315.9756,-16.58537,0.01269531,-0.796875,0.8076172,20,67.5,29.02439
7.2414,0.1791992,0.3911133,-1.302734,23.53659,-41.46342,-49.81707,-0.06835938,-2.150879,0.1191406,25.36585,-0.06097561,23.23171,0.9804688,-2.259766,2.583984,78.59756,291.0366,-38.65854,-0.234375,-0.828125,0.9394531,16.15854,58.65854,25.2439
7.2441,0.2973633,0.2133789,-1.244629,-57.62195,-41.46342,-13.84146,0.06201172,-1.975586,0.230957,103.1098,41.15854,-6.95122,0.4819336,-2.139648,3.698242,131.4634,279.939,-67.2561,-0.2275391,-0.6708984,1.071289,16.15854,52.2561,16.46342
7.2468,0.4223633,-0.2128906,-1.094727,-84.32927,-44.14634,4.02439,0.125,-1.614746,0.1733398,130.5488,62.86586,-22.43902,0.2382813,-2.196777,3.8125,172.1951,317.9268,-67.80488,-0.2314453,-0.5488281,1.034668,20.36585,40.12195,0.6707317
7.2495,0.296875,-0.5488281,-1.016113,-115.9756,-54.08537,38.65854,0.07568359,-1.428711,0.1503906,162.0732,83.17073,-41.40244,-0.3515625,-2.175781,2.797363,240.4268,416.3415,-51.58537,-0.2319336,-0.3510742,0.875,21.70732,35.18293,-0.6097561
7.2522,0.1088867,-0.6650391,-0.9912109,-124.0244,-57.68293,55.91463,0.01806641,-1.109863,0.1142578,170.6098,78.65854,-42.31707,-0.628418,-2.077637,2.125977,253.1098,438.1707,-39.7561,-0.1899414,-0.3359375,0.8237305,16.95122,27.68293,5
7.2549,-0.2397461,-0.784668,-1.050781,-135,-61.46342,107.0732,0.05078125,-0.9584961,0.09863281,174.5122,54.39024,-34.81707,-1.037598,-1.830078,1.287598,256.3415,405.3049,-26.64634,-0.01660156,-0.4067383,0.8500977,11.82927,26.40244,7.5
7.2576,-0.3139648,-0.8310547,-1.054199,-142.1342,-61.21951,130.061,0.1738281,-0.7016602,0.03710938,162.1342,38.53659,-31.15854,-1.220703,-1.684082,1.124023,255.6707,359.2073,-29.69512,0.07568359,-0.4316406,0.8930664,4.939024,24.08537,6.036585
7.2603,-0.5087891,-0.940918,-0.9462891,-163.2927,-49.02439,162.7439,0.2250977,-0.6005859,-0.01708984,150.5488,36.58537,-31.46342,-1.58252,-1.388184,1.137207,255.5488,241.4634,-49.45122,0.2148438,-0.3647461,0.8857422,7.195122,18.04878,-1.52439
7.263,-0.5571289,-0.9750977,-0.8408203,-171.8902,-37.68293,172.1951,0.3266602,-0.4829102,-0.07714844,117.439,40.18293,-32.68293,-1.744141,-1.261719,1.230469,257.6219,183.4146,-60.42683,0.2456055,-0.2871094,0.8051758,8.902439,15.91463,-4.939024
7.2657,-0.6611328,-1.036133,-0.706543,-179.2683,-7.804878,175.4268,0.2841797,-0.4589844,-0.09423828,97.2561,37.56098,-31.21951,-1.916016,-1.047852,1.428711,269.2683,92.98781,-72.37805,0.203125,-0.1816406,0.6503906,7.317073,14.57317,-4.939024
7.2684,-0.6816406,-1.065918,-0.6450195,-185.5488,24.45122,170.4878,0.1010742,-0.5024414,-0.06152344,55.4878,15.67073,-17.19512,-1.78418,-0.8916016,1.462402,278.2317,62.19512,-70.97561,0.1347656,-0.2177734,0.6000977,4.390244,16.40244,-0.3658537
7.2711,-0.6777344,-1.130371,-0.5537109,-186.3415,36.89024,165.8537,0.002441406,-0.546875,-0.005371094,35.85366,0.6707317,-5.731708,-1.608887,-0.8232422,1.399902,299.8781,20.97561,-57.19512,0.0078125,-0.4423828,0.5668945,-2.134146,22.19512,8.536586
7.2738,-0.6943359,-1.161621,-0.5410156,-181.2805,48.59756,156.1585,-0.1166992,-0.6425781,0.1484375,3.902439,-20.54878,16.76829,-1.15625,-0.7104492,1.208008,310.7927,6.219512,-48.41463,-0.009277344,-0.5742188,0.640625,-4.45122,23.53659,9.268292
7.2765,-0.7299805,-1.216797,-0.4750977,-175.1219,50.73171,153.4146,-0.1157227,-0.7319336,0.1777344,-7.317073,-22.5,23.53659,-0.9199219,-0.6547852,1.110352,326.8293,-16.64634,-31.28049,0.02246094,-0.7368164,0.8344727,3.231707,27.92683,-0.9756098
7.2792,-0.734375,-1.211914,-0.3662109,-157.0732,49.32927,154.3293,-0.1020508,-0.7519531,0.1269531,-30,-16.82927,25.06098,-0.4526367,-0.5732422,0.9755859,335.6098,-26.09756,-17.43902,-0.04150391,-0.7016602,0.7802734,6.829268,26.70732,-4.878049
7.2819,-0.7426758,-1.188477,-0.315918,-149.2073,44.20732,156.4634,-0.07958984,-0.8110352,0.02050781,-42.80488,-13.59756,22.0122,-0.2421875,-0.5395508,0.9277344,337.9268,-23.59756,-12.62195,-0.02148438,-0.5268555,0.7436523,8.47561,13.96342,-6.829268
7.2846,-0.7626953,-1.10791,-0.2514648,-135.7317,27.56098,163.1098,-0.06494141,-0.8608398,-0.01367188,-66.52439,-10.36585,16.03658,0.109375,-0.4868164,0.8422852,341.8903,-6.280488,-7.743903,0.04785156,-0.3808594,0.7075195,8.292683,8.109756,-6.280488
7.2873,-0.7768555,-1.068359,-0.2026367,-129.8781,18.84146,167.5,0,-0.9677734,-0.05566406,-81.40244,-8.292683,15.06098,0.2324219,-0.4716797,0.8007813,342.8049,7.317073,-7.5,0.09179688,-0.3598633,0.703125,3.658537,6.646342,-2.5
7.29,-0.7651367,-0.9589844,-0.1245117,-117.622,5.426829,177.0732,0.07324219,-1.02002,-0.05029297,-84.57317,-5.304878,14.5122,0.3691406,-0.449707,0.7094727,343.2317,39.39024,-6.646342,0.1772461,-0.3803711,0.7558594,0.5487805,6.158537,-1.158537
7.2927,-0.7446289,-0.8911133,-0.1010742,-112.3781,0.4878049,180.7317,0.2021484,-1.10791,-0.01464844,-78.84147,7.378049,9.329268,0.3881836,-0.4428711,0.6655273,343.3537,56.58537,-5.426829,0.2197266,-0.4008789,0.809082,-2.073171,4.878049,-0.3658537
7.2954,-0.6655273,-0.7260742,-0.07763672,-105.061,-3.353659,184.8781,0.2177734,-1.152344,-0.006835938,-71.52439,12.0122,7.012195,0.3520508,-0.4291992,0.5507813,341.7683,88.90244,1.097561,0.2763672,-0.4414063,0.8569336,0.3048781,5.243903,-1.95122
7.2981,-0.612793,-0.640625,-0.07128906,-103.3537,-2.012195,184.1463,0.1655273,-1.257813,0.006347656,-51.15854,9.817074,8.597561,0.3134766,-0.4135742,0.4887695,339.5732,102.439,5.670732,0.2744141,-0.4741211,0.8481445,1.95122,6.463415,-2.134146
7.3008,-0.5258789,-0.4731445,-0.05224609,-100.3659,10.12195,179.1463,0.1254883,-1.303711,0.01367188,-39.39024,2.987805,12.7439,0.1982422,-0.3725586,0.3896484,332.9878,123.6585,17.37805,0.2441406,-0.5883789,0.815918,2.804878,8.841464,0.6707317
7.3035,-0.4848633,-0.4003906,-0.0625,-95.97561,28.23171,168.9025,0.06689453,-1.35791,0.02148438,-17.62195,-10.12195,21.95122,0.1308594,-0.347168,0.3603516,328.1098,130.4268,23.90244,0.2290039,-0.6376953,0.8120117,2.743902,8.963415,2.926829
7.3062,-0.4873047,-0.2856445,-0.07568359,-95.97561,36.09756,163.2927,0.1103516,-1.331055,0.02734375,-7.926829,-11.03659,23.78049,0.006835938,-0.2958984,0.3579102,317.0732,138.4756,36.21951,0.2504883,-0.6542969,0.8740234,3.780488,7.317073,3.963415
7.3089,-0.5029297,-0.2387695,-0.08105469,-99.45123,44.2683,155,0.1567383,-1.29541,0.003417969,7.743903,1.036585,17.68293,-0.105957,-0.2524414,0.4052734,311.2805,140.6707,41.64634,0.2880859,-0.6103516,0.9389648,5.243903,6.829268,2.195122
7.3116,-0.5654297,-0.168457,-0.1352539,-103.7195,46.58537,152.9878,0.2084961,-1.204102,-0.112793,11.95122,10.54878,10.91463,-0.1621094,-0.2348633,0.4394531,301.4634,144.0854,50.97561,0.3261719,-0.4560547,0.9814453,10.06098,5.609756,-1.585366
7.3143,-0.6464844,-0.1572266,-0.1586914,-118.4756,45,155.5488,0.1821289,-1.168945,-0.1542969,12.68293,24.39024,-0.6097561,-0.2705078,-0.2080078,0.5170898,296.9512,144.2073,54.20732,0.3022461,-0.3701172,0.9335938,12.43902,5.365854,-0.7926829
7.317,-0.6899414,-0.1586914,-0.1870117,-127.1951,42.31707,158.3537,0.09521484,-1.157715,-0.1245117,10.85366,22.43902,0.4268293,-0.3300781,-0.1962891,0.5610352,291.2805,138.5366,57.7439,0.2236328,-0.3144531,0.7944336,12.0122,4.756098,5.243903
7.3197,-0.765625,-0.1791992,-0.2548828,-148.3537,40.2439,167.8049,0.04248047,-1.166016,-0.06591797,12.13415,17.13415,5.54878,-0.4570313,-0.1860352,0.675293,289.2073,122.9878,59.2683,0.1352539,-0.4829102,0.6650391,9.512196,5.914634,8.04878
7.3224,-0.8427734,-0.2011719,-0.2773438,-159.5122,39.20732,173.6585,-0.01855469,-1.166992,0.1005859,21.09756,7.621952,15.79268,-0.5151367,-0.1943359,0.7514648,289.3903,112.2561,59.81707,0.1015625,-0.5947266,0.6547852,3.414634,6.829268,12.5
7.3251,-0.9311523,-0.2456055,-0.3662109,-182.1342,28.96342,189.939,-0.0078125,-1.139648,0.1704102,28.53659,8.719512,17.56098,-0.6118164,-0.2275391,0.9204102,293.2927,88.59756,62.68293,0.08642578,-0.7319336,0.7768555,1.95122,5.609756,12.13415
7.3278,-0.9658203,-0.277832,-0.4194336,-193.4756,21.09756,198.2927,0.08349609,-1.038574,0.1865234,43.04878,22.0122,10.36585,-0.6381836,-0.2587891,1.000488,297.2561,77.07317,64.93903,0.1103516,-0.7138672,0.8803711,3.780488,-0.1219512,7.134147
7.3305,-1.016602,-0.3530273,-0.5009766,-215.2439,3.109756,214.6342,0.144043,-0.9770508,0.1210938,46.46342,30.42683,3.231707,-0.6513672,-0.3266602,1.144531,308.6585,57.9878,70.36585,0.1391602,-0.4824219,0.9628906,7.5,-2.682927,3.292683
7.3332,-1.030273,-0.3911133,-0.5361328,-231.8293,-12.56098,230.122,0.2285156,-0.8852539,-0.0546875,40.4878,39.2683,-8.841464,-0.6362305,-0.3662109,1.193848,316.2805,50.12195,74.02439,0.137207,-0.3188477,0.9125977,15.30488,-6.829268,-0.2439024
7.3359,-1.018066,-0.4599609,-0.5683594,-236.3415,-18.59756,236.8902,0.2333984,-0.8740234,-0.1083984,32.31707,37.92683,-9.756098,-0.5639648,-0.4389648,1.254883,331.6464,38.17073,80.91463,0.09423828,-0.08740234,0.7104492,15,-7.743903,4.085366
7.3386,-1.005371,-0.4912109,-0.5786133,-237.9268,-23.47561,249.3293,0.1748047,-0.9008789,-0.08886719,16.15854,24.93903,1.646341,-0.5175781,-0.4765625,1.270508,340,33.65854,84.45123,0.08105469,-0.0859375,0.6132813,10.97561,-6.463415,7.804878
7.3413,-0.9458008,-0.5419922,-0.5888672,-235.3659,-22.86585,254.6342,0.1044922,-0.9399414,0.02539063,11.21951,16.15854,11.70732,-0.4091797,-0.5371094,1.253418,356.2195,26.40244,91.70732,0.1074219,-0.3017578,0.6259766,-0.4878049,-4.573171,11.28049
7.344,-0.8740234,-0.5683594,-0.5908203,-225.4268,-18.84146,264.0244,0.09082031,-0.9443359,0.06347656,8.414635,2.926829,28.29268,-0.3520508,-0.5634766,1.225586,364.6951,24.02439,95.54878,0.1420898,-0.4580078,0.6967773,-3.292683,-4.268293,10.42683
7.3467,-0.8339844,-0.5800781,-0.5839844,-220.3659,-15.91463,267.7439,0.09423828,-0.9296875,0.04833984,8.536586,0,31.89025,-0.237793,-0.6074219,1.166016,379.4512,18.90244,103.0488,0.2075195,-0.6303711,0.8237305,-0.3048781,-6.52439,6.646342
7.3494,-0.7539063,-0.597168,-0.5458984,-209.8171,-8.658537,275.2439,0.1015625,-0.9311523,0.01464844,5.914634,2.682927,29.57317,-0.1889648,-0.6191406,1.12793,385.8537,16.95122,106.9512,0.2192383,-0.6123047,0.8364258,4.085366,-7.317073,4.695122
7.3521,-0.7211914,-0.6064453,-0.519043,-206.4025,-5.853659,278.4146,0.04248047,-0.9726563,-0.02636719,-2.195122,5.853659,25.12195,-0.09472656,-0.6333008,1.035645,397.7439,15.30488,115.4878,0.1728516,-0.456543,0.7753906,10.97561,-3.902439,5.487805
7.3548,-0.65625,-0.6289063,-0.4443359,-202.1951,-0.1829268,283.5976,-0.02001953,-1.005859,-0.02832031,-6.890244,4.02439,25.97561,-0.01660156,-0.6293945,0.9272461,402.439,16.40244,119.3902,0.05273438,-0.4018555,0.6464844,11.28049,-1.402439,7.926829
7.3575,-0.6425781,-0.6367188,-0.4033203,-202.6829,1.95122,284.8171,-0.1450195,-1.072266,0.0234375,-11.95122,-4.146341,32.62195,0.01806641,-0.6201172,0.8676758,408.6585,21.64634,127.622,0.01806641,-0.4394531,0.6074219,7.378049,2.5,14.08537
7.3602,-0.6357422,-0.6474609,-0.3374023,-208.5366,6.158537,286.4024,-0.1704102,-1.092285,0.078125,-10.91463,-7.256098,36.15854,0.06835938,-0.605957,0.7397461,410.7927,29.14634,135.3049,0.03564453,-0.6137695,0.652832,4.268293,3.658537,15.30488
7.3629,-0.637207,-0.65625,-0.3061523,-214.3902,8.292683,286.8903,-0.137207,-1.09082,0.144043,-2.378049,-3.414634,35.67073,0.09277344,-0.6005859,0.6860352,410.3049,32.80488,139.1463,0.07958984,-0.6865234,0.7099609,1.890244,0.4268293,12.13415
7.3656,-0.6484375,-0.6904297,-0.2470703,-229.6951,12.31707,285.7927,-0.09765625,-1.062012,0.1293945,3.04878,2.134146,31.34146,0.1352539,-0.5932617,0.6103516,407.1342,39.93903,147.2561,0.1899414,-0.6694336,0.8422852,3.536585,-1.585366,8.841464
7.3683,-0.65625,-0.7036133,-0.2167969,-248.1707,15.30488,282.5,0.0546875,-0.9956055,0.000488281,9.207317,15.60976,16.89024,0.1582031,-0.5966797,0.5908203,404.8171,43.47561,150.9756,0.2412109,-0.5751953,0.9042969,9.45122,-6.341464,2.378049
7.371,-0.6489258,-0.7553711,-0.1586914,-257.1951,16.95122,279.939,0.1870117,-0.9794922,-0.1884766,8.04878,20.36585,9.573171,0.2158203,-0.6210938,0.5844727,400.6098,51.82927,157.6829,0.2978516,-0.2885742,0.9194336,15.18293,-6.52439,1.402439
7.3737,-0.6474609,-0.7802734,-0.1333008,-273.2317,19.02439,273.7195,0.2167969,-0.9960938,-0.2514648,-2.560976,19.08537,5.243903,0.2363281,-0.6430664,0.5849609,398.5976,56.58537,159.8781,0.2939453,-0.1816406,0.8837891,15.85366,-4.085366,3.780488
7.3764,-0.6401367,-0.8432617,-0.09716797,-279.6342,20,270.4878,0.2026367,-1.061035,-0.2788086,-9.512196,12.86585,8.414635,0.2685547,-0.6918945,0.5893555,394.7561,67.0122,162.8659,0.2851563,-0.1821289,0.7797852,12.19512,0.6097561,11.03659
7.3791,-0.6333008,-0.909668,-0.08935547,-289.5732,19.81707,265.6707,0.1420898,-1.11084,-0.237793,-17.2561,-6.341464,22.56098,0.2734375,-0.7211914,0.5942383,393.2927,71.15854,163.8415,0.2719727,-0.28125,0.7280273,9.512196,2.256098,14.45122
7.3818,-0.6186523,-0.9467773,-0.09863281,-293.1707,19.26829,264.7561,0.05175781,-1.190918,-0.07275391,-12.80488,-19.63415,37.5,0.2666016,-0.78125,0.6166992,389.6951,76.95122,164.7561,0.2392578,-0.5507813,0.7519531,4.756098,3.292683,17.68293
7.3845,-0.5952148,-1.019531,-0.1274414,-298.0488,16.40244,265,0.02685547,-1.212891,0.009765625,-6.036585,-19.93902,40.60976,0.2587891,-0.8105469,0.6376953,388.9634,77.86585,164.8781,0.2211914,-0.6479492,0.8051758,4.817073,3.170732,17.43902
7.3872,-0.5786133,-1.057129,-0.1381836,-299.8781,14.39024,266.1585,-0.01220703,-1.209961,0.1010742,11.40244,-10.42683,36.64634,0.2294922,-0.8569336,0.6645508,388.2927,77.0122,164.3902,0.1660156,-0.6855469,0.8583984,9.207317,2.317073,13.17073
