Time,LHeel,LTOE,RHeel,RTOE
19.41,-0.08092,0.01103,0.1068,0.19921
19.42,-0.10044,-0.00804,0.12747,0.22048
19.43,-0.11386,-0.02131,0.15407,0.24786
19.44,-0.1205,-0.02787,0.18726,0.28141
19.45,-0.13762,-0.04499,0.21085,0.30498
19.46,-0.15313,-0.06065,0.23404,0.32774
19.47,-0.1716,-0.07909,0.25328,0.34599
19.48,-0.18809,-0.0957,0.27353,0.36491
19.49,-0.20185,-0.10953,0.29243,0.38215
19.5,-0.22311,-0.13098,0.30222,0.39029
19.51,-0.22449,-0.1324,0.32605,0.41099
19.52,-0.24609,-0.15414,0.32779,0.41174
19.53,-0.25893,-0.16679,0.3319,0.41333
19.54,-0.26729,-0.17576,0.33826,0.41881
19.55,-0.27974,-0.18909,0.33678,0.41745
19.56,-0.29087,-0.20137,0.33228,0.41439
19.57,-0.30658,-0.21861,0.31838,0.40274
19.58,-0.31873,-0.23273,0.30494,0.39233
19.59,-0.32868,-0.24509,0.29317,0.38363
19.6,-0.33971,-0.25969,0.28256,0.37495
19.61,-0.34365,-0.26732,0.28008,0.37349
19.62,-0.34272,-0.27097,0.27937,0.37405
19.63,-0.3395,-0.27341,0.27558,0.37164
19.64,-0.34285,-0.2839,0.26145,0.35877
19.65,-0.35277,-0.30314,0.23859,0.33705
19.66,-0.35408,-0.31322,0.2232,0.32239
19.67,-0.35212,-0.3192,0.20838,0.30782
19.68,-0.34403,-0.31807,0.19772,0.29728
19.69,-0.33193,-0.31251,0.18852,0.2882
19.7,-0.3229,-0.30772,0.17421,0.27375
19.71,-0.30079,-0.2852,0.17138,0.27043
19.72,-0.29329,-0.27629,0.15252,0.2514
19.73,-0.28137,-0.26058,0.13715,0.23596
19.74,-0.26475,-0.23962,0.12432,0.22286
19.75,-0.2449,-0.21583,0.11435,0.21276
19.76,-0.22314,-0.19007,0.10604,0.20443
19.77,-0.20423,-0.16778,0.09286,0.19109
19.78,-0.18399,-0.14401,0.08094,0.17917
19.79,-0.15757,-0.11331,0.07542,0.17361
19.8,-0.13504,-0.08681,0.06459,0.16273
19.81,-0.11546,-0.06329,0.0495,0.14757
19.82,-0.08811,-0.03173,0.04247,0.14048
19.83,-0.06377,-0.00336,0.03099,0.12884
19.84,-0.0462,0.01742,0.01202,0.11004
19.85,-0.0233,0.04321,-0.00162,0.09666
19.86,0.00315,0.07215,-0.01268,0.08572
19.87,0.03134,0.10252,-0.02427,0.07417
19.88,0.05076,0.12502,-0.04223,0.05648
19.89,0.07208,0.14741,-0.06264,0.03628
19.9,0.1003,0.17671,-0.0729,0.02635
19.91,0.13697,0.21532,-0.07631,0.02283
19.92,0.1719,0.25111,-0.08122,0.01797
19.93,0.17619,0.25555,-0.1196,-0.02011
19.94,0.19964,0.27947,-0.13715,-0.03763
19.95,0.22206,0.30196,-0.15409,-0.05449
19.96,0.24038,0.31994,-0.1742,-0.0746
19.97,0.25203,0.3305,-0.19793,-0.09823
19.98,0.27373,0.35166,-0.21033,-0.11074
19.99,0.2921,0.3683,-0.22135,-0.12187
20,0.31027,0.38492,-0.22993,-0.13047
20.01,0.32483,0.39787,-0.23945,-0.14014
20.02,0.33884,0.41034,-0.24561,-0.14641
20.03,0.34675,0.41687,-0.25286,-0.15388
20.04,0.35114,0.42113,-0.25899,-0.16035
20.05,0.3445,0.41649,-0.27315,-0.17534
20.06,0.33513,0.40948,-0.28465,-0.18778
20.07,0.32443,0.40214,-0.29542,-0.20001
20.08,0.30584,0.38649,-0.31067,-0.21719
20.09,0.29771,0.37996,-0.32125,-0.23051
20.1,0.30356,0.38645,-0.31761,-0.2297
20.11,0.30413,0.38911,-0.31915,-0.23466
20.12,0.29279,0.37985,-0.32646,-0.247
20.13,0.27426,0.36236,-0.33826,-0.26587
20.14,0.26428,0.35337,-0.33969,-0.27471
20.15,0.24283,0.33367,-0.35005,-0.29477
20.16,0.23025,0.32145,-0.34716,-0.30064
20.17,0.21521,0.3069,-0.34605,-0.30805
20.18,0.20166,0.29379,-0.34124,-0.31025
20.19,0.18809,0.28035,-0.33428,-0.30813
20.2,0.17778,0.26971,-0.32112,-0.29587
20.21,0.16642,0.25814,-0.30773,-0.282
20.22,0.154,0.24523,-0.29243,-0.26479
20.23,0.13344,0.22419,-0.28281,-0.25255
20.24,0.12242,0.21283,-0.26433,-0.22997
20.25,0.10287,0.19289,-0.25158,-0.21424
20.26,0.09347,0.18328,-0.2299,-0.18858
20.27,0.08556,0.17523,-0.20791,-0.1626
20.28,0.07534,0.1649,-0.18676,-0.13764
20.29,0.06921,0.15863,-0.16128,-0.1075
20.3,0.05892,0.14841,-0.13941,-0.08095
20.31,0.04834,0.13786,-0.11712,-0.05384
20.32,0.03773,0.12715,-0.09394,-0.02572
20.33,0.02772,0.117,-0.06854,0.00393
20.34,0.01423,0.10374,-0.04643,0.03045
20.35,-0.00184,0.08796,-0.02568,0.05473
20.36,-0.01213,0.07758,0.00106,0.08477
20.37,-0.02673,0.06324,0.02508,0.11126
20.38,-0.04704,0.04306,0.04457,0.13297
20.39,-0.07167,0.01875,0.05986,0.14993
20.4,-0.07398,0.01664,0.09581,0.1886
20.41,-0.08957,0.00146,0.12042,0.21456
20.42,-0.09947,-0.0085,0.1516,0.24702
20.43,-0.11199,-0.02066,0.1788,0.27464
20.44,-0.12267,-0.03104,0.2076,0.30337
20.45,-0.13723,-0.04573,0.23278,0.32842
20.46,-0.14851,-0.05716,0.25997,0.35501
20.47,-0.16446,-0.0729,0.27897,0.37249
20.48,-0.17707,-0.08546,0.29851,0.39009
20.49,-0.19119,-0.0997,0.31669,0.40615
20.5,-0.20415,-0.11215,0.32833,0.41504
20.51,-0.21304,-0.12128,0.34337,0.42787
20.52,-0.22411,-0.13243,0.35048,0.43302
20.53,-0.22876,-0.13714,0.36027,0.44147
20.54,-0.23416,-0.14247,0.36526,0.44635
20.55,-0.25234,-0.16101,0.35476,0.4374
20.56,-0.26109,-0.17055,0.34801,0.43276
20.57,-0.27673,-0.18749,0.33184,0.41948
20.58,-0.28653,-0.1989,0.31999,0.41
20.59,-0.29651,-0.21133,0.31289,0.40505
20.6,-0.3072,-0.22507,0.30595,0.39954
20.61,-0.30531,-0.22707,0.30762,0.40278
20.62,-0.31579,-0.24328,0.29076,0.38761
20.63,-0.32999,-0.26454,0.26595,0.36368
20.64,-0.34143,-0.28597,0.24456,0.34346
20.65,-0.34997,-0.30416,0.22158,0.32106
20.66,-0.34755,-0.31007,0.20712,0.30678
20.67,-0.34334,-0.31377,0.19156,0.29135
20.68,-0.33001,-0.30618,0.18329,0.28303
20.69,-0.31674,-0.29595,0.17382,0.27347
20.7,-0.3028,-0.2818,0.16269,0.26197
20.71,-0.28671,-0.264,0.15307,0.25215
20.72,-0.26795,-0.24231,0.14361,0.24248
20.73,-0.24963,-0.22075,0.13297,0.23175
20.74,-0.2338,-0.20203,0.11863,0.21727
20.75,-0.21492,-0.18031,0.1068,0.20533
20.76,-0.19356,-0.15583,0.09702,0.19544
20.77,-0.17142,-0.12967,0.08758,0.18583
20.78,-0.1496,-0.1042,0.07743,0.1757
20.79,-0.12794,-0.07861,0.06643,0.16466
20.8,-0.10044,-0.04671,0.06028,0.15834
20.81,-0.07934,-0.02101,0.04594,0.14385
20.82,-0.05719,0.00471,0.0336,0.13162
20.83,-0.02941,0.03653,0.02655,0.12469
20.84,-0.00266,0.06693,0.01708,0.11524
20.85,0.01422,0.08652,-0.00334,0.09509
20.86,0.04191,0.11625,-0.01366,0.08488
20.87,0.06274,0.13991,-0.02998,0.06887
20.88,0.09757,0.17701,-0.03307,0.066
20.89,0.11265,0.19319,-0.05692,0.04234
20.9,0.13994,0.22156,-0.06833,0.03117
20.91,0.17499,0.2578,-0.07177,0.02771
20.92,0.20876,0.29147,-0.07599,0.02372
20.93,0.22726,0.31059,-0.09705,0.00261
20.94,0.23877,0.32185,-0.12408,-0.02434
20.95,0.26011,0.34218,-0.13779,-0.038
20.96,0.27369,0.35462,-0.1583,-0.05858
20.97,0.28653,0.36577,-0.17663,-0.07691
20.98,0.2997,0.3771,-0.19179,-0.09208
20.99,0.30969,0.38546,-0.20761,-0.10803
21,0.32754,0.40094,-0.21225,-0.11257
21.01,0.33515,0.40554,-0.22387,-0.12431
21.02,0.34421,0.41228,-0.23086,-0.13146
21.03,0.34937,0.41589,-0.23781,-0.13854
21.04,0.34671,0.41418,-0.24964,-0.15095
21.05,0.33747,0.40682,-0.26466,-0.16673
21.06,0.32179,0.3948,-0.28388,-0.18723
21.07,0.3153,0.39163,-0.29,-0.19458
21.08,0.30064,0.37949,-0.30234,-0.20891
21.09,0.29002,0.37114,-0.31608,-0.22536
21.1,0.28889,0.37086,-0.3195,-0.23216
21.11,0.29991,0.38299,-0.30922,-0.22455
21.12,0.29024,0.37545,-0.31595,-0.23644
21.13,0.28539,0.37201,-0.31333,-0.23946
21.14,0.26775,0.3557,-0.32189,-0.25618
21.15,0.24854,0.33749,-0.32856,-0.27154
21.16,0.22799,0.31783,-0.33421,-0.28696
21.17,0.20744,0.29761,-0.33789,-0.29925
21.18,0.18793,0.27863,-0.33953,-0.30809
21.19,0.16977,0.26042,-0.33658,-0.31042
21.2,0.15942,0.25,-0.32505,-0.30068
21.21,0.14533,0.23566,-0.31464,-0.29089
21.22,0.12833,0.21856,-0.30511,-0.28013
21.23,0.11888,0.20882,-0.28749,-0.25919
21.24,0.10802,0.19784,-0.27021,-0.23847
21.25,0.098,0.18782,-0.2511,-0.21587
21.26,0.08879,0.17861,-0.2302,-0.19168
21.27,0.07947,0.1693,-0.20928,-0.16735
21.28,0.07346,0.16325,-0.1846,-0.13884
21.29,0.06612,0.15582,-0.1602,-0.11032
21.3,0.05894,0.14863,-0.13534,-0.08097
21.31,0.05156,0.14111,-0.11017,-0.05066
21.32,0.04146,0.13119,-0.0873,-0.02276
21.33,0.03378,0.1237,-0.06053,0.00883
21.34,0.02997,0.11969,-0.02962,0.04548
21.35,0.02221,0.11217,-0.00283,0.07694
21.36,0.00435,0.09493,0.01574,0.09922
21.37,-0.00974,0.08138,0.038,0.12482
21.38,-0.02448,0.0671,0.06044,0.15013
21.39,-0.03376,0.05842,0.08809,0.18041
21.4,-0.05671,0.03593,0.10376,0.19753
21.41,-0.07154,0.02128,0.12733,0.22302
21.42,-0.08618,0.00693,0.15053,0.2473
21.43,-0.09874,-0.0054,0.17575,0.27334
21.44,-0.11601,-0.02245,0.19601,0.29389
21.45,-0.12823,-0.03453,0.22054,0.31837
21.46,-0.14276,-0.04901,0.24157,0.33876
21.47,-0.15645,-0.06264,0.26234,0.35851
21.48,-0.1689,-0.07509,0.28261,0.37729
21.49,-0.17973,-0.086,0.3012,0.39387
21.5,-0.18855,-0.09491,0.31824,0.40848
21.51,-0.20761,-0.11424,0.32384,0.41206
21.52,-0.21774,-0.12445,0.33445,0.42031
21.53,-0.23112,-0.13798,0.33871,0.42243
21.54,-0.25123,-0.15883,0.33537,0.41803
21.55,-0.25665,-0.16459,0.34061,0.4223
21.56,-0.26623,-0.17502,0.33922,0.42125
21.57,-0.28109,-0.19107,0.32786,0.41117
21.58,-0.29181,-0.20339,0.31754,0.40276
21.59,-0.29978,-0.21342,0.30565,0.3928
21.6,-0.30471,-0.22074,0.29723,0.38645
21.61,-0.31536,-0.23512,0.28768,0.37891
21.62,-0.31806,-0.24176,0.28626,0.37922
21.63,-0.31382,-0.2424,0.28658,0.3816
21.64,-0.31536,-0.25038,0.276,0.37267
21.65,-0.32089,-0.26389,0.25897,0.35674
21.66,-0.32198,-0.27346,0.24491,0.34354
21.67,-0.32629,-0.28664,0.22623,0.32583
21.68,-0.32376,-0.29217,0.21194,0.31184
21.69,-0.31375,-0.28804,0.20313,0.30303
21.7,-0.31036,-0.28974,0.18556,0.28557
21.71,-0.30227,-0.28412,0.17127,0.27129
21.72,-0.29334,-0.27457,0.15636,0.25629
21.73,-0.27971,-0.2576,0.14407,0.24387
21.74,-0.2686,-0.24348,0.12755,0.22727
21.75,-0.24857,-0.21959,0.11913,0.21881
21.76,-0.23139,-0.19932,0.10708,0.20679
21.77,-0.20558,-0.16959,0.104,0.20372
21.78,-0.18397,-0.14433,0.09513,0.19486
21.79,-0.16379,-0.12074,0.08446,0.18435
21.8,-0.14245,-0.09551,0.07399,0.17391
21.81,-0.11923,-0.06857,0.06467,0.16458
21.82,-0.09901,-0.04461,0.05136,0.15133
21.83,-0.07569,-0.01691,0.04082,0.14077
21.84,-0.05468,0.00788,0.02795,0.12799
21.85,-0.03036,0.03575,0.01699,0.11704
21.86,-0.00803,0.06056,0.00333,0.10352
21.87,0.00959,0.08107,-0.01604,0.08419
21.88,0.0281,0.10221,-0.03406,0.06638
21.89,0.04787,0.12374,-0.05369,0.0469
21.9,0.07454,0.15249,-0.06572,0.03501
21.91,0.09546,0.17522,-0.08433,0.01645
21.92,0.12344,0.20473,-0.09586,0.00498
21.93,0.14577,0.22804,-0.1129,-0.01194
21.94,0.17584,0.25891,-0.12241,-0.02144
21.95,0.20223,0.28602,-0.13664,-0.03567
21.96,0.23051,0.31395,-0.14603,-0.04502
21.97,0.24878,0.33162,-0.16508,-0.06406
21.98,0.27377,0.35545,-0.17551,-0.07451
21.99,0.28834,0.3689,-0.19316,-0.09225
22,0.30591,0.38468,-0.20541,-0.10463
22.01,0.31932,0.39638,-0.21598,-0.11538
22.02,0.31903,0.39499,-0.23952,-0.13926
22.03,0.32787,0.40267,-0.24981,-0.14999
22.04,0.33314,0.40695,-0.25879,-0.15951
22.05,0.3307,0.40421,-0.27084,-0.1724
22.06,0.32868,0.40316,-0.27934,-0.18196
22.07,0.32025,0.39713,-0.29039,-0.19438
22.08,0.30966,0.38978,-0.29955,-0.20548
22.09,0.30093,0.38361,-0.30644,-0.21486
22.1,0.29406,0.37825,-0.31391,-0.22535
22.11,0.29102,0.37592,-0.3189,-0.23409
22.12,0.28736,0.37347,-0.31966,-0.23938
22.13,0.28226,0.3698,-0.31739,-0.24257
22.14,0.2608,0.34959,-0.32909,-0.26222
22.15,0.23999,0.32948,-0.33716,-0.27973
22.16,0.21867,0.30894,-0.34398,-0.29656
22.17,0.2013,0.29181,-0.34399,-0.30486
22.18,0.18432,0.27506,-0.34144,-0.30909
22.19,0.17008,0.26089,-0.33516,-0.30675
22.2,0.16111,0.25183,-0.32127,-0.29412
22.21,0.15063,0.24096,-0.30593,-0.279
22.22,0.1288,0.21895,-0.29973,-0.27285
22.23,0.12235,0.21212,-0.27785,-0.24762
22.24,0.11052,0.19999,-0.25972,-0.22624
22.25,0.09842,0.18757,-0.24066,-0.20384
22.26,0.0847,0.17382,-0.22284,-0.18298
22.27,0.07652,0.1654,-0.19935,-0.15575
22.28,0.06545,0.15441,-0.17881,-0.13151
22.29,0.05806,0.14698,-0.15399,-0.1023
22.3,0.04916,0.13819,-0.13064,-0.07428
22.31,0.04,0.12902,-0.10687,-0.04541
22.32,0.02678,0.11592,-0.08565,-0.01918
22.33,0.0214,0.11081,-0.05738,0.01457
22.34,0.00409,0.09373,-0.03844,0.03776
22.35,-0.00086,0.08883,-0.00822,0.07249
22.36,-0.01343,0.07642,0.01572,0.09996
22.37,-0.04095,0.04974,0.02631,0.11251
22.38,-0.04891,0.04212,0.05627,0.14526
22.39,-0.06901,0.02253,0.07503,0.16567
22.4,-0.08511,0.00673,0.09796,0.1904
22.41,-0.09755,-0.00543,0.12495,0.21871
22.42,-0.11058,-0.01815,0.15136,0.24601
22.43,-0.12777,-0.03507,0.17346,0.26863
22.44,-0.1372,-0.04476,0.2034,0.2993
22.45,-0.15151,-0.05888,0.22601,0.32151
22.46,-0.16303,-0.07042,0.25063,0.34532
22.47,-0.1747,-0.08192,0.27299,0.36614
22.48,-0.19402,-0.10142,0.28586,0.37761
22.49,-0.20493,-0.11229,0.30226,0.39172
22.5,-0.21836,-0.12589,0.31433,0.40203
22.51,-0.22381,-0.1315,0.3288,0.41407
22.52,-0.23587,-0.14333,0.33415,0.41779
22.53,-0.25349,-0.16157,0.33288,0.41661
22.54,-0.25945,-0.1678,0.3363,0.41947
22.55,-0.26986,-0.17877,0.3321,0.41603
22.56,-0.28254,-0.19241,0.32178,0.40736
22.57,-0.29303,-0.20422,0.30982,0.39755
22.58,-0.30178,-0.21461,0.29672,0.38664
22.59,-0.31035,-0.22597,0.28713,0.37917
22.6,-0.31666,-0.23547,0.28261,0.37604
22.61,-0.31462,-0.23697,0.28387,0.37863
22.62,-0.31233,-0.23982,0.28016,0.37661
22.63,-0.31301,-0.24675,0.26912,0.36668
22.64,-0.31818,-0.26022,0.25215,0.35062
22.65,-0.32329,-0.27459,0.23321,0.33242
22.66,-0.32368,-0.2837,0.21736,0.31729
22.67,-0.31443,-0.28164,0.20915,0.30925
22.68,-0.31186,-0.28593,0.19211,0.29237
22.69,-0.3018,-0.28011,0.1811,0.2814
22.7,-0.28893,-0.26825,0.17208,0.27237
22.71,-0.29837,-0.27843,0.13783,0.23831
22.72,-0.28673,-0.2645,0.12222,0.22261
22.73,-0.2525,-0.22488,0.13057,0.23071
22.74,-0.23103,-0.20024,0.12372,0.2237
22.75,-0.21434,-0.18108,0.11086,0.21089
22.76,-0.19272,-0.15527,0.10142,0.20124
22.77,-0.17915,-0.13763,0.08297,0.18276
22.78,-0.15108,-0.10448,0.08081,0.18064
22.79,-0.13431,-0.08292,0.06385,0.16367
22.8,-0.10521,-0.04828,0.0603,0.16002
22.81,-0.08432,-0.02307,0.04643,0.14623
22.82,-0.06123,0.00358,0.03579,0.13579
22.83,-0.03775,0.03073,0.02395,0.12397
22.84,-0.0073,0.0646,0.01806,0.11798
22.85,0.01717,0.09236,0.00561,0.10557
22.86,0.035,0.1118,-0.01587,0.08416
22.87,0.06111,0.14013,-0.02854,0.07157
22.88,0.08595,0.16632,-0.04269,0.05762
22.89,0.10681,0.18808,-0.06167,0.03872
22.9,0.13295,0.21493,-0.07491,0.02562
22.91,0.15952,0.24207,-0.08943,0.01111
22.92,0.19192,0.27477,-0.09797,0.00258
22.93,0.20742,0.29017,-0.12261,-0.02189
22.94,0.2358,0.31811,-0.13322,-0.0325
22.95,0.26111,0.34282,-0.14618,-0.04547
22.96,0.2786,0.35963,-0.16534,-0.0647
22.97,0.29504,0.37557,-0.1831,-0.08255
22.98,0.3133,0.39249,-0.19488,-0.09443
22.99,0.32463,0.40288,-0.21091,-0.11055
23,0.34139,0.41861,-0.21826,-0.11809
23.01,0.34813,0.42427,-0.23147,-0.13155
23.02,0.35872,0.43305,-0.23697,-0.13729
23.03,0.36079,0.43418,-0.24786,-0.1487
23.04,0.36135,0.43516,-0.25568,-0.1572
23.05,0.34604,0.42217,-0.27798,-0.18095
23.06,0.33815,0.41617,-0.28701,-0.19141
23.07,0.32634,0.40687,-0.29721,-0.20361
23.08,0.31549,0.39835,-0.30897,-0.21822
23.09,0.30856,0.39235,-0.31772,-0.23041
23.1,0.30735,0.39254,-0.31974,-0.23598
23.11,0.3046,0.39199,-0.31867,-0.23971
23.12,0.29361,0.38283,-0.32343,-0.25053
23.13,0.27785,0.36756,-0.32974,-0.26448
23.14,0.25394,0.34464,-0.34218,-0.28677
23.15,0.23673,0.3282,-0.34629,-0.30059
23.16,0.21914,0.31091,-0.34702,-0.30924
23.17,0.20326,0.29558,-0.34804,-0.31714
23.18,0.18821,0.28055,-0.34384,-0.3169
23.19,0.1737,0.26602,-0.33771,-0.31232
23.2,0.16119,0.2531,-0.32616,-0.30081
23.21,0.14801,0.2398,-0.31469,-0.28799
23.22,0.13252,0.2238,-0.30141,-0.27174
23.23,0.11681,0.20777,-0.28806,-0.25539
23.24,0.10369,0.19464,-0.27169,-0.23651
23.25,0.09497,0.18561,-0.24997,-0.21131
23.26,0.08244,0.17298,-0.23113,-0.18932
23.27,0.07179,0.16223,-0.21044,-0.16525
23.28,0.06473,0.15516,-0.18686,-0.13734
23.29,0.05729,0.14757,-0.16253,-0.10834
23.3,0.04884,0.13904,-0.13916,-0.07988
23.31,0.04206,0.13224,-0.11236,-0.04819
23.32,0.03357,0.12388,-0.08758,-0.01848
23.33,0.02395,0.11417,-0.06235,0.01113
23.34,0.01134,0.10152,-0.03927,0.03842
23.35,-0.00729,0.08308,-0.02091,0.05993
23.36,-0.02056,0.07005,0.00251,0.08657
23.37,-0.03172,0.05896,0.02868,0.11571
23.38,-0.05219,0.03873,0.04688,0.13611
23.39,-0.06055,0.03069,0.07681,0.16803
23.4,-0.08615,0.00531,0.09128,0.18402
23.41,-0.09857,-0.00713,0.11854,0.21264
23.42,-0.11532,-0.02368,0.14186,0.23673
23.43,-0.12576,-0.03417,0.17138,0.26685
23.44,-0.13888,-0.04723,0.19788,0.29346
23.45,-0.15264,-0.06071,0.22378,0.31906
23.46,-0.16544,-0.07362,0.2508,0.34571
23.47,-0.17429,-0.08251,0.27862,0.37229
23.48,-0.1889,-0.09719,0.29903,0.39131
23.49,-0.19635,-0.10439,0.32265,0.41267
23.5,-0.2042,-0.11224,0.34215,0.42994
23.51,-0.21991,-0.12845,0.35117,0.43723
23.52,-0.22638,-0.13504,0.36341,0.44749
23.53,-0.23953,-0.14866,0.3662,0.44994
23.54,-0.24883,-0.15892,0.36851,0.45207
23.55,-0.26197,-0.17314,0.36148,0.44585
23.56,-0.27775,-0.19062,0.34768,0.43358
23.57,-0.29213,-0.20727,0.33005,0.41779
23.58,-0.30145,-0.21939,0.31384,0.40338
23.59,-0.31146,-0.23378,0.30097,0.39224
23.6,-0.31478,-0.24199,0.29635,0.38856
23.61,-0.30821,-0.24099,0.29904,0.39267
23.62,-0.30785,-0.24846,0.2885,0.384
23.63,-0.31266,-0.26276,0.26937,0.36623
23.64,-0.32046,-0.28127,0.24679,0.34476
23.65,-0.32425,-0.29461,0.22627,0.32519
23.66,-0.32064,-0.29783,0.21105,0.3104
23.67,-0.31623,-0.2978,0.19418,0.29368
23.68,-0.30311,-0.28558,0.1844,0.28383
23.69,-0.29667,-0.2791,0.16555,0.26503
23.7,-0.28226,-0.26243,0.15145,0.25072
23.71,-0.26707,-0.2445,0.13703,0.23611
23.72,-0.2509,-0.22523,0.12197,0.22092
23.73,-0.23115,-0.20215,0.1093,0.20816
23.74,-0.19996,-0.16565,0.10961,0.20841
23.75,-0.18543,-0.14677,0.08887,0.18739
23.76,-0.16391,-0.12016,0.07638,0.17501
23.77,-0.1341,-0.08398,0.07228,0.17086
23.78,-0.10986,-0.05457,0.06107,0.15966
23.79,-0.08395,-0.02332,0.05084,0.14936
23.8,-0.05903,0.00598,0.03841,0.13692
23.81,-0.03424,0.03493,0.02444,0.12288
23.82,-0.00762,0.06424,0.01363,0.11231
23.83,0.01934,0.09406,-0.00019,0.09848
23.84,0.04995,0.12741,-0.01074,0.08786
23.85,0.07786,0.15716,-0.02381,0.07477
23.86,0.10421,0.18506,-0.04058,0.05796
23.87,0.12718,0.20836,-0.05771,0.04137
23.88,0.15114,0.23232,-0.07531,0.02414
23.89,0.17244,0.25368,-0.0982,0.00134
23.9,0.20469,0.2861,-0.10634,-0.00673
23.91,0.22753,0.3086,-0.12496,-0.02524
23.92,0.24846,0.32938,-0.14377,-0.04406
23.93,0.27369,0.35395,-0.15653,-0.05696
23.94,0.29117,0.37022,-0.1747,-0.07503
23.95,0.3005,0.37872,-0.19877,-0.09911
23.96,0.3162,0.39279,-0.21291,-0.11329
23.97,0.33207,0.40689,-0.22258,-0.12295
23.98,0.34739,0.4202,-0.22924,-0.1296
23.99,0.35424,0.42532,-0.24149,-0.14206
24,0.36484,0.4341,-0.24366,-0.14429
24.01,0.36122,0.43042,-0.25798,-0.15909
24.02,0.35466,0.42559,-0.27133,-0.17331
24.03,0.3396,0.41311,-0.29041,-0.19386
24.04,0.32522,0.40173,-0.30584,-0.21114
24.05,0.30801,0.38678,-0.31876,-0.22634
24.06,0.2895,0.3711,-0.33298,-0.24391
24.07,0.28954,0.37233,-0.33449,-0.24878
24.08,0.29184,0.37568,-0.33419,-0.25248
24.09,0.29555,0.38184,-0.32914,-0.25238
24.1,0.2898,0.37801,-0.32686,-0.25619
24.11,0.27443,0.36322,-0.32926,-0.26657
24.12,0.26009,0.34887,-0.32906,-0.27535
24.13,0.23592,0.32632,-0.34392,-0.30118
24.14,0.21536,0.30666,-0.34878,-0.31539
24.15,0.19862,0.29037,-0.34779,-0.32151
24.16,0.17935,0.27108,-0.34583,-0.32548
24.17,0.16686,0.25871,-0.33589,-0.318
24.18,0.15437,0.24592,-0.32355,-0.30526
24.19,0.14554,0.23672,-0.30567,-0.28422
24.2,0.12559,0.21622,-0.29593,-0.27097
24.21,0.11351,0.20366,-0.27776,-0.24829
24.22,0.09775,0.18777,-0.2636,-0.23003
24.23,0.08417,0.17378,-0.24456,-0.2064
24.24,0.07397,0.16325,-0.22312,-0.18025
24.25,0.06477,0.15396,-0.2003,-0.15297
24.26,0.05512,0.14424,-0.17786,-0.12593
24.27,0.05197,0.14101,-0.1496,-0.09213
24.28,0.04318,0.13219,-0.12511,-0.06256
24.29,0.03182,0.12089,-0.10243,-0.03462
24.3,0.02261,0.11172,-0.07573,-0.00315
24.31,0.01357,0.10302,-0.05024,0.02708
24.32,0.0001,0.08958,-0.02704,0.05484
24.33,-0.01607,0.07377,-0.005,0.07942
24.34,-0.02989,0.06013,0.01918,0.1065
24.35,-0.0493,0.04122,0.0392,0.12874
24.36,-0.06693,0.02407,0.06151,0.15292
24.37,-0.07378,0.01785,0.09391,0.18705
24.38,-0.09303,-0.0008,0.11563,0.20949
24.39,-0.10988,-0.01744,0.14035,0.23488
24.4,-0.12233,-0.02949,0.1687,0.2634
24.41,-0.1377,-0.04462,0.19431,0.28886
24.42,-0.15216,-0.05885,0.22004,0.31417
24.43,-0.16173,-0.06834,0.24885,0.34205
24.44,-0.17668,-0.08323,0.2713,0.36356
24.45,-0.19014,-0.09663,0.29271,0.38315
24.46,-0.19228,-0.09879,0.32172,0.40967
24.47,-0.20558,-0.11211,0.33662,0.42251
24.48,-0.2178,-0.12444,0.34818,0.43191
24.49,-0.22272,-0.12944,0.3627,0.44421
24.5,-0.23448,-0.14164,0.36686,0.44717
24.51,-0.2467,-0.15456,0.36767,0.44795
24.52,-0.25558,-0.16445,0.36642,0.44719
24.53,-0.26761,-0.17785,0.35908,0.4417
24.54,-0.27865,-0.1908,0.34693,0.43194
24.55,-0.29324,-0.20778,0.32859,0.41616
24.56,-0.30109,-0.21855,0.31788,0.40767
24.57,-0.31054,-0.23219,0.30926,0.40062
24.58,-0.30831,-0.23395,0.31331,0.4062
24.59,-0.30955,-0.24097,0.30788,0.40322
24.6,-0.31644,-0.25529,0.29183,0.38897
24.61,-0.32204,-0.26888,0.27532,0.3734
24.62,-0.33317,-0.28942,0.25164,0.35066
24.63,-0.33337,-0.29718,0.23667,0.33625
24.64,-0.32888,-0.29963,0.22336,0.32311
24.65,-0.32293,-0.30044,0.20833,0.30812
24.66,-0.31334,-0.29581,0.19472,0.2945
24.67,-0.29868,-0.28241,0.18459,0.28416
24.68,-0.28453,-0.26579,0.17452,0.27388
24.69,-0.27346,-0.25155,0.1578,0.25696
24.7,-0.25382,-0.22769,0.14916,0.24819
24.71,-0.24049,-0.21131,0.13332,0.23239
24.72,-0.21578,-0.18108,0.12609,0.2246
24.73,-0.19454,-0.15559,0.11593,0.21432
24.74,-0.17561,-0.13314,0.10297,0.20125
24.75,-0.15534,-0.10869,0.0906,0.18885
24.76,-0.12788,-0.0766,0.08548,0.1836
24.77,-0.10702,-0.05148,0.07219,0.17019
24.78,-0.0843,-0.02422,0.06058,0.15855
24.79,-0.06388,-7.00E-05,0.04546,0.14345
24.8,-0.03584,0.03221,0.03861,0.13661
24.81,-0.01339,0.058,0.02334,0.12129
24.82,0.0094,0.08335,0.00865,0.10692
