Time,LHeel,LTOE,RHeel,RTOE
13.99,0.24739,0.33084,-0.16736,-0.0673
14,0.26869,0.3508,-0.18285,-0.08283
14.01,0.28609,0.36656,-0.19908,-0.09918
14.02,0.30314,0.38183,-0.21285,-0.11312
14.03,0.31762,0.3947,-0.22663,-0.12714
14.04,0.33626,0.41087,-0.23035,-0.13089
14.05,0.35191,0.42481,-0.23469,-0.13543
14.06,0.36179,0.43338,-0.24095,-0.14204
14.07,0.36483,0.43651,-0.25064,-0.15232
14.08,0.35747,0.43066,-0.26765,-0.17048
14.09,0.35326,0.429,-0.27584,-0.17979
14.1,0.33828,0.41715,-0.29237,-0.19827
14.11,0.3199,0.40197,-0.3083,-0.21699
14.12,0.29998,0.38478,-0.32358,-0.23519
14.13,0.29654,0.3826,-0.32602,-0.24133
14.14,0.29745,0.38445,-0.32726,-0.24648
14.15,0.29652,0.38508,-0.3284,-0.25259
14.16,0.28983,0.37987,-0.32789,-0.25844
14.17,0.27997,0.37048,-0.32501,-0.26318
14.18,0.25729,0.34836,-0.33591,-0.28399
14.19,0.23818,0.33025,-0.34083,-0.29866
14.2,0.22757,0.32029,-0.33574,-0.30102
14.21,0.21084,0.30367,-0.33404,-0.30533
14.22,0.1933,0.28632,-0.33132,-0.30735
14.23,0.18219,0.27518,-0.32046,-0.29763
14.24,0.16345,0.25631,-0.31413,-0.29186
14.25,0.15036,0.24302,-0.30121,-0.27689
14.26,0.10649,0.1992,-0.31389,-0.28967
14.27,0.06345,0.15583,-0.32359,-0.29844
14.28,0.10166,0.19358,-0.25993,-0.2252
14.29,0.09402,0.18559,-0.23662,-0.19729
14.3,0.07852,0.16986,-0.21985,-0.17673
14.31,0.06994,0.1613,-0.1973,-0.14919
14.32,0.05824,0.14935,-0.17621,-0.12352
14.33,0.05002,0.14101,-0.15186,-0.09404
14.34,0.03948,0.13032,-0.1287,-0.06563
14.35,0.03045,0.12116,-0.10304,-0.03472
14.36,0.02014,0.11078,-0.07838,-0.00501
14.37,0.00309,0.09377,-0.05905,0.01815
14.38,-0.00353,0.08679,-0.02932,0.0522
14.39,-0.01604,0.07467,-0.00316,0.08177
14.4,-0.02755,0.06311,0.02384,0.11157
14.41,-0.04718,0.0437,0.04427,0.13432
14.42,-0.06411,0.02698,0.06758,0.15959
14.43,-0.07938,0.01203,0.09367,0.18739
14.44,-0.08965,0.00207,0.12438,0.21917
14.45,-0.10678,-0.01489,0.14868,0.24428
14.46,-0.11766,-0.02542,0.17889,0.27467
14.47,-0.13117,-0.0389,0.20665,0.30251
14.48,-0.14117,-0.04879,0.23621,0.33177
14.49,-0.14664,-0.05429,0.2689,0.36343
14.5,-0.16016,-0.06783,0.29146,0.3847
14.51,-0.17203,-0.07979,0.31359,0.40514
14.52,-0.18315,-0.09105,0.33328,0.4231
14.53,-0.2001,-0.1083,0.34372,0.4318
14.54,-0.2077,-0.11563,0.35639,0.44169
14.55,-0.21976,-0.12791,0.36266,0.4464
14.56,-0.23357,-0.14197,0.36363,0.44659
14.57,-0.23609,-0.14519,0.37189,0.45403
14.58,-0.25729,-0.16703,0.3587,0.442
14.59,-0.26772,-0.17855,0.35098,0.43536
14.6,-0.28241,-0.19484,0.33549,0.4222
14.61,-0.29856,-0.21334,0.31688,0.40647
14.62,-0.30998,-0.2277,0.305,0.39708
14.63,-0.31249,-0.23367,0.3055,0.39935
14.64,-0.3138,-0.23911,0.30322,0.3988
14.65,-0.31532,-0.24675,0.2947,0.39216
14.66,-0.31983,-0.2587,0.2801,0.37863
14.67,-0.32927,-0.27714,0.25934,0.35867
14.68,-0.33677,-0.29362,0.23838,0.33829
14.69,-0.33487,-0.29956,0.22451,0.32473
14.7,-0.33081,-0.30336,0.21003,0.31032
14.71,-0.32183,-0.30099,0.19789,0.29814
14.72,-0.3114,-0.29588,0.18461,0.28481
14.73,-0.29484,-0.28062,0.1766,0.27665
14.74,-0.28518,-0.26916,0.1599,0.25973
14.75,-0.27359,-0.25441,0.14294,0.2426
14.76,-0.25106,-0.22681,0.13765,0.23715
14.77,-0.23246,-0.204,0.12647,0.22587
14.78,-0.20517,-0.17131,0.12295,0.22205
14.79,-0.18627,-0.14804,0.11068,0.20968
14.8,-0.16509,-0.12265,0.09937,0.19823
14.81,-0.1408,-0.09367,0.09147,0.19026
14.82,-0.12331,-0.07285,0.07552,0.17444
14.83,-0.0962,-0.04034,0.06906,0.1678
14.84,-0.07712,-0.01715,0.05338,0.15215
14.85,-0.05334,0.01186,0.04153,0.14008
14.86,-0.03049,0.03868,0.02832,0.1269
14.87,-0.00676,0.06566,0.01671,0.11548
14.88,0.01746,0.09278,0.00265,0.10146
14.89,0.04023,0.11802,-0.01414,0.08462
14.9,0.06525,0.14438,-0.02778,0.07106
14.91,0.08984,0.17082,-0.04275,0.05623
14.92,0.10624,0.18787,-0.06588,0.03328
14.93,0.13253,0.21517,-0.08042,0.01878
14.94,0.15903,0.24205,-0.09375,0.00563
14.95,0.18343,0.26682,-0.1103,-0.0109
14.96,0.20479,0.28854,-0.12999,-0.03057
14.97,0.22323,0.30677,-0.1521,-0.05262
14.98,0.25454,0.33755,-0.15787,-0.05847
14.99,0.27963,0.36179,-0.16917,-0.0699
15,0.29865,0.37936,-0.18322,-0.08387
15.01,0.3144,0.39349,-0.1982,-0.09891
15.02,0.33083,0.40813,-0.20829,-0.10892
15.03,0.34631,0.42185,-0.21487,-0.11549
15.04,0.3587,0.43242,-0.22188,-0.12253
15.05,0.36509,0.43772,-0.23181,-0.1327
15.06,0.36548,0.437,-0.24123,-0.14246
15.07,0.36,0.43205,-0.25317,-0.15512
15.08,0.34603,0.42039,-0.27145,-0.17457
15.09,0.33739,0.41395,-0.279,-0.18346
15.1,0.32486,0.4042,-0.28902,-0.19534
15.11,0.31046,0.39194,-0.30513,-0.21433
15.12,0.3124,0.39435,-0.30549,-0.21755
15.13,0.31949,0.40327,-0.30138,-0.21648
15.14,0.31179,0.39854,-0.30562,-0.22571
15.15,0.30281,0.39141,-0.30731,-0.23361
15.16,0.28139,0.37077,-0.32189,-0.25662
15.17,0.25724,0.34734,-0.33406,-0.27877
15.18,0.24603,0.33745,-0.33255,-0.28587
15.19,0.22863,0.32079,-0.33352,-0.29581
15.2,0.20984,0.30242,-0.33462,-0.30523
15.21,0.19457,0.28734,-0.32955,-0.3069
15.22,0.17559,0.26836,-0.32504,-0.30667
15.23,0.17183,0.26418,-0.30435,-0.28481
15.24,0.15877,0.25125,-0.29362,-0.27181
15.25,0.13647,0.22868,-0.28714,-0.26169
15.26,0.1218,0.21363,-0.27252,-0.24226
15.27,0.10483,0.19607,-0.25703,-0.22259
15.28,0.09075,0.18164,-0.23924,-0.20045
15.29,0.08078,0.17143,-0.21795,-0.17463
15.3,0.07127,0.1618,-0.19614,-0.14868
15.31,0.06305,0.15326,-0.17207,-0.11982
15.32,0.05613,0.14639,-0.14714,-0.08993
15.33,0.04489,0.13499,-0.12431,-0.06212
15.34,0.03814,0.12797,-0.09669,-0.02902
15.35,0.02304,0.11268,-0.07631,-0.00399
15.36,0.0136,0.1034,-0.05026,0.02733
15.37,-0.00239,0.08738,-0.0292,0.0523
15.38,-0.00983,0.07974,0.0006,0.08611
15.39,-0.02105,0.0687,0.02745,0.11596
15.4,-0.03988,0.05006,0.04754,0.13826
15.41,-0.0589,0.03132,0.06812,0.16081
15.42,-0.06638,0.02424,0.09975,0.19419
15.43,-0.09054,0.00024,0.11653,0.21196
15.44,-0.10297,-0.01198,0.14419,0.24022
15.45,-0.11758,-0.02625,0.16978,0.26576
15.46,-0.13042,-0.03917,0.19713,0.29292
15.47,-0.14449,-0.05334,0.22228,0.31763
15.48,-0.15782,-0.06642,0.24703,0.34114
15.49,-0.17109,-0.07993,0.27117,0.36415
15.5,-0.18628,-0.09487,0.29136,0.38274
15.51,-0.19997,-0.10837,0.30825,0.39752
15.52,-0.21025,-0.1186,0.327,0.41434
15.53,-0.21289,-0.12119,0.34836,0.43318
15.54,-0.22492,-0.13328,0.35706,0.44008
15.55,-0.23181,-0.13996,0.36622,0.44716
15.56,-0.24556,-0.15419,0.36746,0.44839
15.57,-0.25584,-0.16493,0.36607,0.44735
15.58,-0.26903,-0.179,0.35803,0.44064
15.59,-0.28962,-0.20107,0.3393,0.42475
15.6,-0.29887,-0.21223,0.32749,0.41518
15.61,-0.31235,-0.22836,0.31322,0.40369
15.62,-0.31766,-0.23648,0.30842,0.40032
15.63,-0.32167,-0.24425,0.30529,0.39872
15.64,-0.31586,-0.24333,0.3067,0.40187
15.65,-0.31904,-0.25288,0.2948,0.39168
15.66,-0.32794,-0.27048,0.27415,0.37216
15.67,-0.32767,-0.27852,0.26087,0.3596
15.68,-0.33319,-0.29363,0.23984,0.33918
15.69,-0.33114,-0.30002,0.22423,0.32384
15.7,-0.32007,-0.29517,0.21591,0.31553
15.71,-0.31157,-0.29233,0.20248,0.30211
15.72,-0.2973,-0.28002,0.19244,0.29181
15.73,-0.29691,-0.28055,0.16906,0.26863
15.74,-0.27539,-0.25512,0.16399,0.26329
15.75,-0.25489,-0.23075,0.15813,0.25751
15.76,-0.23949,-0.21172,0.1426,0.24163
15.77,-0.21961,-0.1879,0.13221,0.23114
15.78,-0.19503,-0.15877,0.1259,0.22462
15.79,-0.17572,-0.13579,0.11259,0.2112
15.8,-0.14998,-0.10595,0.10625,0.20477
15.81,-0.13186,-0.08345,0.09053,0.18903
15.82,-0.10475,-0.05163,0.08451,0.18287
15.83,-0.08147,-0.02358,0.07334,0.17162
15.84,-0.05443,0.00807,0.06557,0.16382
15.85,-0.03588,0.03049,0.04894,0.14728
15.86,-0.01373,0.05628,0.03378,0.13219
15.87,0.01143,0.08482,0.02168,0.12016
15.88,0.04069,0.1175,0.01347,0.11206
15.89,0.06032,0.13925,-0.00586,0.09279
15.9,0.08162,0.1622,-0.02377,0.07534
15.91,0.10403,0.18605,-0.04085,0.05853
15.92,0.13838,0.22212,-0.04578,0.05364
15.93,0.14426,0.22879,-0.08266,0.01705
15.94,0.173,0.25812,-0.09361,0.00621
15.95,0.19542,0.28068,-0.11198,-0.01201
15.96,0.22764,0.31287,-0.11882,-0.01884
15.97,0.25282,0.33764,-0.13226,-0.03223
15.98,0.27358,0.35758,-0.14905,-0.04896
15.99,0.2932,0.37563,-0.16417,-0.06405
16,0.31026,0.39095,-0.17945,-0.07933
16.01,0.32089,0.39999,-0.19769,-0.09762
16.02,0.33876,0.41556,-0.20496,-0.10484
16.03,0.3508,0.42585,-0.21428,-0.1142
16.04,0.35771,0.43187,-0.22586,-0.12595
16.05,0.36206,0.43571,-0.23489,-0.13518
16.06,0.35785,0.43265,-0.24929,-0.15009
16.07,0.35112,0.42753,-0.26171,-0.16321
16.08,0.34057,0.4195,-0.27418,-0.17666
16.09,0.3272,0.40874,-0.28555,-0.18957
16.1,0.3179,0.40157,-0.29274,-0.19848
16.11,0.31144,0.39615,-0.30169,-0.2101
16.12,0.31039,0.39492,-0.30417,-0.21533
16.13,0.31843,0.40408,-0.29478,-0.20892
16.14,0.305,0.39209,-0.30291,-0.22236
16.15,0.28954,0.37754,-0.30949,-0.23583
16.16,0.27206,0.36103,-0.31729,-0.25127
16.17,0.24936,0.33966,-0.32654,-0.26966
16.18,0.23012,0.32144,-0.33083,-0.28345
16.19,0.20989,0.30153,-0.33377,-0.29534
16.2,0.19167,0.2837,-0.33385,-0.30297
16.21,0.18328,0.27532,-0.32161,-0.2944
16.22,0.16942,0.26132,-0.31315,-0.28757
16.23,0.15859,0.25031,-0.30035,-0.27421
16.24,0.13697,0.22853,-0.29505,-0.26786
16.25,0.12707,0.21821,-0.27672,-0.24595
16.26,0.11014,0.20093,-0.26329,-0.22926
16.27,0.09458,0.18498,-0.24786,-0.21046
16.28,0.08255,0.17297,-0.22942,-0.18864
16.29,0.07136,0.16165,-0.20923,-0.16485
16.3,0.05827,0.14837,-0.18932,-0.14158
16.31,0.05097,0.1411,-0.16461,-0.11279
16.32,0.04809,0.13802,-0.13495,-0.07768
16.33,0.02631,0.11627,-0.12202,-0.06038
16.34,0.02114,0.11124,-0.09287,-0.02589
16.35,0.00777,0.09792,-0.07088,0.00071
16.36,-0.00128,0.08904,-0.04474,0.03177
16.37,-0.01148,0.0787,-0.01789,0.06316
16.38,-0.02699,0.06355,0.00406,0.0885
16.39,-0.04065,0.05034,0.02788,0.11549
16.4,-0.06078,0.03049,0.04722,0.13715
16.41,-0.0697,0.02193,0.07762,0.16982
16.42,-0.08765,0.00429,0.10071,0.19458
16.43,-0.10175,-0.00963,0.12698,0.22207
16.44,-0.11486,-0.02258,0.15512,0.25092
16.45,-0.12871,-0.03636,0.18223,0.27846
16.46,-0.1428,-0.0505,0.20887,0.30521
16.47,-0.1579,-0.0652,0.23235,0.32767
16.48,-0.17643,-0.08374,0.25249,0.34696
16.49,-0.18887,-0.09604,0.27561,0.36864
16.5,-0.19933,-0.10653,0.29768,0.38864
16.51,-0.21937,-0.12651,0.30661,0.39543
16.52,-0.22816,-0.13531,0.3218,0.40785
16.53,-0.2379,-0.14526,0.33398,0.41794
16.54,-0.25036,-0.15776,0.33758,0.41949
16.55,-0.26262,-0.17084,0.34105,0.42328
16.56,-0.27624,-0.18515,0.33765,0.42055
16.57,-0.28825,-0.19866,0.33176,0.41621
16.58,-0.30242,-0.21438,0.31916,0.40559
16.59,-0.31665,-0.23074,0.3022,0.39113
16.6,-0.32107,-0.23763,0.29204,0.38285
16.61,-0.33009,-0.25018,0.28125,0.37386
16.62,-0.33252,-0.25632,0.27923,0.37296
16.63,-0.32935,-0.25787,0.28078,0.37579
16.64,-0.32379,-0.25813,0.27836,0.37466
16.65,-0.32425,-0.26577,0.26621,0.36351
16.66,-0.32752,-0.27754,0.24918,0.34712
16.67,-0.33253,-0.29196,0.22887,0.32779
16.68,-0.32718,-0.29502,0.21635,0.31552
16.69,-0.31876,-0.29469,0.20486,0.30395
16.7,-0.30952,-0.29233,0.19142,0.29049
16.71,-0.296,-0.28285,0.18105,0.28004
16.72,-0.28704,-0.27504,0.16487,0.26367
16.73,-0.27206,-0.2566,0.1535,0.25197
16.74,-0.2596,-0.23864,0.13877,0.23705
16.75,-0.24518,-0.2193,0.12433,0.22248
16.76,-0.22316,-0.19217,0.11664,0.21458
16.77,-0.20536,-0.17088,0.10353,0.20141
16.78,-0.18511,-0.14666,0.09305,0.19098
16.79,-0.1632,-0.12031,0.08261,0.1805
16.8,-0.13669,-0.08925,0.07739,0.17536
16.81,-0.11114,-0.05947,0.07049,0.1685
16.82,-0.09295,-0.03696,0.05392,0.15191
16.83,-0.07092,-0.01035,0.04073,0.13866
16.84,-0.04204,0.0226,0.03506,0.13306
16.85,-0.02472,0.04375,0.01544,0.1136
16.86,-0.00034,0.07096,0.00388,0.1022
16.87,0.02312,0.09689,-0.00986,0.08881
16.88,0.04702,0.12284,-0.02689,0.07159
16.89,0.07246,0.15115,-0.03928,0.05951
16.9,0.09181,0.17226,-0.05923,0.03973
16.91,0.11878,0.19997,-0.07183,0.02741
16.92,0.13601,0.21812,-0.09507,0.0043
16.93,0.16204,0.24512,-0.1104,-0.01108
16.94,0.19239,0.27598,-0.11948,-0.02014
16.95,0.21395,0.29739,-0.13756,-0.03801
16.96,0.23128,0.31475,-0.15983,-0.06034
16.97,0.25798,0.34103,-0.17072,-0.07141
16.98,0.27383,0.35556,-0.1869,-0.08747
16.99,0.29275,0.37348,-0.20051,-0.1012
17,0.31029,0.38871,-0.20813,-0.10862
17.01,0.32443,0.4013,-0.21904,-0.11968
17.02,0.34161,0.41631,-0.22309,-0.12387
17.03,0.3519,0.42474,-0.22965,-0.13062
17.04,0.35952,0.43117,-0.23501,-0.13635
17.05,0.3575,0.42983,-0.24668,-0.14876
17.06,0.3483,0.42252,-0.26158,-0.16486
17.07,0.33806,0.41477,-0.27379,-0.17853
17.08,0.32306,0.40261,-0.28789,-0.19475
17.09,0.30393,0.38643,-0.30488,-0.21444
17.1,0.29662,0.38088,-0.3145,-0.22774
17.11,0.30017,0.38542,-0.31537,-0.23176
17.12,0.30238,0.38983,-0.31482,-0.23566
17.13,0.29769,0.38728,-0.31502,-0.24187
17.14,0.28304,0.37331,-0.32025,-0.25421
17.15,0.26059,0.35166,-0.33207,-0.2753
17.16,0.24146,0.33364,-0.33809,-0.29063
17.17,0.22647,0.31934,-0.33801,-0.29935
17.18,0.21071,0.3039,-0.33563,-0.30519
17.19,0.19441,0.28787,-0.33213,-0.30945
17.2,0.18135,0.27461,-0.32061,-0.30377
17.21,0.16668,0.25967,-0.30965,-0.29631
17.22,0.15352,0.24622,-0.29597,-0.28252
17.23,0.13562,0.22788,-0.2845,-0.26723
17.24,0.11534,0.20733,-0.2759,-0.25339
17.25,0.1044,0.19604,-0.25588,-0.22729
17.26,0.09198,0.18332,-0.23721,-0.20353
17.27,0.08341,0.17443,-0.21362,-0.17503
17.28,0.07113,0.16211,-0.19421,-0.15146
17.29,0.06045,0.15142,-0.17266,-0.12561
17.3,0.04968,0.14056,-0.15018,-0.09877
17.31,0.04041,0.13125,-0.12695,-0.0707
17.32,0.03172,0.12238,-0.10144,-0.03991
17.33,0.02202,0.11281,-0.07678,-0.0098
17.34,0.00733,0.09812,-0.0559,0.01594
17.35,-0.00223,0.08859,-0.02984,0.04699
17.36,-0.01829,0.07272,-0.00903,0.07168
17.37,-0.03393,0.05716,0.01337,0.09759
17.38,-0.04741,0.04384,0.03788,0.12498
17.39,-0.06565,0.02618,0.05897,0.14776
17.4,-0.07641,0.01547,0.08794,0.17893
17.41,-0.07926,0.01277,0.1251,0.21761
17.42,-0.10978,-0.01758,0.13608,0.22902
17.43,-0.12206,-0.02987,0.16437,0.25784
17.44,-0.13361,-0.04133,0.19268,0.28636
17.45,-0.14801,-0.05564,0.21793,0.31133
17.46,-0.1597,-0.06737,0.24448,0.33749
17.47,-0.17462,-0.08228,0.26646,0.35865
17.48,-0.19289,-0.10045,0.28295,0.374
17.49,-0.20695,-0.11453,0.30151,0.3908
17.5,-0.21561,-0.12292,0.32094,0.40765
17.51,-0.23234,-0.13962,0.32837,0.41311
17.52,-0.24382,-0.15117,0.33672,0.41951
17.53,-0.2433,-0.15065,0.35269,0.43316
17.54,-0.25803,-0.16599,0.35228,0.43264
17.55,-0.27314,-0.18205,0.34731,0.42857
17.56,-0.28432,-0.19491,0.34059,0.42252
17.57,-0.29294,-0.20545,0.33391,0.41743
17.58,-0.30844,-0.22355,0.31625,0.40236
17.59,-0.31875,-0.23674,0.30131,0.38952
17.6,-0.32547,-0.24732,0.29216,0.38205
17.61,-0.3253,-0.25135,0.29203,0.38315
17.62,-0.33172,-0.26341,0.28404,0.37746
17.63,-0.33146,-0.27087,0.27597,0.37174
17.64,-0.33619,-0.28425,0.25948,0.35674
17.65,-0.3358,-0.29189,0.24679,0.34478
17.66,-0.34185,-0.30793,0.22589,0.32464
17.67,-0.3429,-0.31802,0.20706,0.30628
17.68,-0.33545,-0.31768,0.1956,0.29511
17.69,-0.3309,-0.31846,0.17815,0.27782
17.7,-0.31635,-0.30526,0.16965,0.26922
17.71,-0.30153,-0.28843,0.16138,0.26091
17.72,-0.29111,-0.27379,0.14489,0.24428
17.73,-0.27686,-0.25517,0.13217,0.2316
17.74,-0.26023,-0.23392,0.12081,0.22025
17.75,-0.23701,-0.20572,0.11171,0.2105
17.76,-0.21765,-0.18259,0.10078,0.19958
17.77,-0.20195,-0.16284,0.08388,0.18262
17.78,-0.18032,-0.13655,0.07243,0.17095
17.79,-0.15031,-0.10116,0.07162,0.17012
17.8,-0.12967,-0.07636,0.0584,0.15695
17.81,-0.10667,-0.0483,0.04729,0.14579
17.82,-0.08136,-0.01823,0.03856,0.13711
17.83,-0.06108,0.00511,0.02493,0.12392
17.84,-0.03683,0.03355,0.01237,0.1113
17.85,-0.01508,0.05809,-0.00238,0.09673
17.86,0.00872,0.08444,-0.01586,0.08343
17.87,0.0317,0.10968,-0.03158,0.06771
17.88,0.05809,0.13844,-0.04362,0.05584
17.89,0.07915,0.16005,-0.06143,0.0383
17.9,0.09511,0.17635,-0.08518,0.01487
17.91,0.1244,0.20647,-0.09623,0.00384
17.92,0.1493,0.23164,-0.11194,-0.01182
17.93,0.17483,0.25712,-0.12672,-0.02659
17.94,0.19892,0.28099,-0.14214,-0.04205
17.95,0.22225,0.30357,-0.1576,-0.05751
17.96,0.23722,0.31781,-0.18078,-0.08083
17.97,0.26732,0.3462,-0.18569,-0.08575
17.98,0.27992,0.35749,-0.20635,-0.10661
17.99,0.3003,0.37595,-0.2143,-0.11461
18,0.31746,0.39113,-0.22369,-0.12408
18.01,0.32598,0.39783,-0.23731,-0.13776
18.02,0.33842,0.40906,-0.24458,-0.14524
18.03,0.34693,0.41662,-0.25024,-0.15114
18.04,0.34399,0.41447,-0.26481,-0.16638
18.05,0.33764,0.41033,-0.27842,-0.18096
18.06,0.32688,0.40239,-0.29277,-0.19656
18.07,0.31947,0.39767,-0.29978,-0.20519
18.08,0.29929,0.38025,-0.31719,-0.22521
18.09,0.2903,0.37282,-0.32402,-0.23502
18.1,0.29199,0.37485,-0.32383,-0.23825
18.11,0.29138,0.37533,-0.32671,-0.24478
18.12,0.28382,0.37076,-0.33131,-0.25485
18.13,0.27681,0.36542,-0.32992,-0.25974
18.14,0.25645,0.34561,-0.33918,-0.27776
18.15,0.23955,0.32942,-0.3439,-0.29167
18.16,0.22769,0.31866,-0.34138,-0.29846
18.17,0.20666,0.29828,-0.34553,-0.31106
18.18,0.19087,0.28282,-0.34349,-0.31509
18.19,0.17463,0.26671,-0.33971,-0.31425
18.2,0.16627,0.25858,-0.32736,-0.30235
18.21,0.15171,0.24385,-0.31681,-0.29133
18.22,0.13604,0.22791,-0.30526,-0.27766
18.23,0.11401,0.20555,-0.29736,-0.2678
18.24,0.0961,0.18729,-0.2843,-0.25177
18.25,0.08573,0.17658,-0.26369,-0.22762
18.26,0.07407,0.16464,-0.24348,-0.2039
18.27,0.06282,0.15322,-0.22267,-0.17927
18.28,0.05018,0.14066,-0.20345,-0.1562
18.29,0.0415,0.13201,-0.18065,-0.12887
18.3,0.0382,0.12869,-0.15107,-0.09469
18.31,0.02387,0.11438,-0.13152,-0.07022
18.32,0.01046,0.101,-0.10984,-0.04362
18.33,0.00365,0.09436,-0.08207,-0.01077
18.34,-0.00198,0.08865,-0.05201,0.02423
18.35,-0.02114,0.06956,-0.03404,0.04567
18.36,-0.03385,0.05723,-0.00882,0.0737
18.37,-0.04982,0.04163,0.01336,0.09838
18.38,-0.06579,0.02599,0.03623,0.12384
18.39,-0.08659,0.00565,0.05544,0.14471
18.4,-0.10175,-0.00936,0.08057,0.17196
18.41,-0.11841,-0.02555,0.10346,0.19584
18.42,-0.13117,-0.03849,0.13263,0.22643
18.43,-0.14373,-0.051,0.16087,0.25511
18.44,-0.16229,-0.06924,0.1827,0.27674
18.45,-0.17597,-0.0829,0.20901,0.30262
18.46,-0.18697,-0.09377,0.23622,0.32907
18.47,-0.19888,-0.10563,0.26155,0.35299
18.48,-0.21758,-0.12441,0.27762,0.36775
18.49,-0.22415,-0.13078,0.30089,0.38821
18.5,-0.23509,-0.14163,0.31537,0.39989
18.51,-0.24887,-0.15556,0.32533,0.40827
18.52,-0.25586,-0.16291,0.33732,0.41848
18.53,-0.26279,-0.17015,0.34571,0.42582
18.54,-0.27167,-0.17981,0.34869,0.42906
18.55,-0.28273,-0.19172,0.34527,0.427
18.56,-0.29617,-0.20666,0.33419,0.41809
18.57,-0.30117,-0.21327,0.3268,0.41284
18.58,-0.3148,-0.22952,0.30694,0.39525
18.59,-0.3169,-0.23424,0.30338,0.39335
18.6,-0.32249,-0.24389,0.29907,0.3905
18.61,-0.32324,-0.24863,0.2985,0.39095
18.62,-0.32122,-0.25237,0.29554,0.39
18.63,-0.32091,-0.25907,0.28623,0.38253
18.64,-0.32514,-0.27169,0.26985,0.36718
18.65,-0.32874,-0.2845,0.25216,0.3503
18.66,-0.33264,-0.29808,0.23229,0.3311
18.67,-0.32533,-0.29863,0.22137,0.3205
18.68,-0.31594,-0.29567,0.21134,0.31074
18.69,-0.30752,-0.29158,0.19771,0.29718
18.7,-0.29576,-0.28044,0.18744,0.28695
18.71,-0.28412,-0.26564,0.17536,0.27491
18.72,-0.26902,-0.24573,0.16278,0.26193
18.73,-0.25421,-0.22715,0.14922,0.24825
18.74,-0.23529,-0.204,0.13905,0.23794
18.75,-0.2165,-0.18143,0.127,0.22573
18.76,-0.19689,-0.15839,0.11608,0.21477
18.77,-0.17819,-0.13599,0.10348,0.20218
18.78,-0.15271,-0.10586,0.09738,0.19603
18.79,-0.13687,-0.08628,0.07989,0.17863
18.8,-0.11173,-0.05675,0.07255,0.1714
18.81,-0.09062,-0.03134,0.05984,0.15882
18.82,-0.06354,0.00057,0.05326,0.15229
18.83,-0.04188,0.02631,0.0405,0.13967
18.84,-0.01825,0.05344,0.02757,0.12677
18.85,0.00509,0.07971,0.01472,0.11418
18.86,0.02949,0.10702,0.00185,0.10132
18.87,0.04664,0.12647,-0.0198,0.07987
18.88,0.07705,0.15947,-0.02753,0.07213
18.89,0.10251,0.18595,-0.03979,0.06033
18.9,0.11836,0.20279,-0.06392,0.0363
18.91,0.14488,0.23038,-0.07697,0.02332
18.92,0.17768,0.26356,-0.08304,0.01735
18.93,0.20302,0.28909,-0.09654,0.0039
18.94,0.22355,0.30952,-0.11497,-0.0145
18.95,0.24456,0.32976,-0.13196,-0.03146
18.96,0.26876,0.35264,-0.14263,-0.04209
18.97,0.27893,0.3614,-0.16496,-0.06437
18.98,0.29853,0.3791,-0.17557,-0.07498
18.99,0.30661,0.38572,-0.19511,-0.09457
19,0.31953,0.39719,-0.20695,-0.10655
19.01,0.33525,0.41075,-0.21304,-0.11261
19.02,0.3464,0.42056,-0.22033,-0.11995
19.03,0.3501,0.42349,-0.23167,-0.13144
19.04,0.35022,0.42393,-0.24218,-0.14223
19.05,0.34723,0.42255,-0.25303,-0.15356
19.06,0.33652,0.41438,-0.26846,-0.16974
19.07,0.32552,0.40603,-0.28066,-0.18296
19.08,0.31277,0.39551,-0.29211,-0.19587
19.09,0.30263,0.38756,-0.30376,-0.20961
19.1,0.30462,0.3904,-0.30683,-0.21484
19.11,0.30472,0.39081,-0.30862,-0.21934
19.12,0.30487,0.39175,-0.30578,-0.21985
19.13,0.29266,0.38048,-0.31281,-0.23199
19.14,0.27449,0.36364,-0.32358,-0.24969
19.15,0.25465,0.34505,-0.33322,-0.26751
19.16,0.2429,0.33387,-0.3313,-0.27354
19.17,0.22526,0.31661,-0.33295,-0.28382
19.18,0.21328,0.30514,-0.32811,-0.286
19.19,0.1941,0.28597,-0.32814,-0.29241
19.2,0.18277,0.27455,-0.31856,-0.28552
19.21,0.17196,0.26354,-0.30595,-0.27402
19.22,0.16314,0.25436,-0.28917,-0.25679
19.23,0.14774,0.2385,-0.27645,-0.24291
19.24,0.12962,0.2202,-0.26592,-0.23032
19.25,0.11355,0.20392,-0.25217,-0.21397
19.26,0.10188,0.19213,-0.23378,-0.19305
19.27,0.08986,0.18002,-0.21522,-0.17164
19.28,0.07733,0.16744,-0.19686,-0.15001
19.29,0.06555,0.1558,-0.17787,-0.12765
19.3,0.05638,0.14657,-0.15524,-0.10063
19.31,0.05193,0.14219,-0.12844,-0.06882
19.32,0.04166,0.13194,-0.1059,-0.0411
19.33,0.03042,0.12055,-0.08188,-0.01271
19.34,0.01896,0.10932,-0.05921,0.01443
19.35,0.00973,0.10019,-0.03366,0.04456
19.36,-0.00336,0.08733,-0.01019,0.0711
19.37,-0.02085,0.07001,0.01074,0.09472
19.38,-0.03437,0.05676,0.03501,0.12188
19.39,-0.05172,0.03988,0.05633,0.14507
19.4,-0.06996,0.02197,0.07753,0.16796
