Time,RH.ACC.X,RH.ACC.Y,RH.ACC.Z,RH.GY.X,RH.GY.Y,RH.GY.Z,LH.ACC.X,LH.ACC.Y,LH.ACC.Z,LH.GY.X,LH.GY.Y,LH.GY.Z,RT.ACC.X,RT.ACC.Y,RT.ACC.Z,RT.GY.X,RT.GY.Y,RT.GY.Z,LT.ACC.X,LT.ACC.Y,LT.ACC.Z,LT.GY.X,LT.GY.Y,LT.GY.Z
0.0405,-1.399414,-0.7583008000000001,-1.0126950000000001,-104.7561,-21.58537,122.62200000000001,0.03759766,-0.8974609,0.1518555,-5.3048779999999995,0.5487805,-12.80488,0.03613281,1.693848,1.192871,197.8659,4.878049,-249.5732,0.11083980000000002,-0.38378909999999994,0.7705078000000001,-9.695122,12.62195,1.646341
0.0432,-1.2192379999999998,-1.2685549999999999,-0.8359375,-107.8049,-28.597559999999998,134.8171,0.04150391,-0.9204101999999998,0.10791019999999998,-7.5,-0.42682929999999997,-12.80488,0.20361329999999997,2.4853520000000002,1.4145510000000001,194.7561,-10.18293,-280.9756,0.09228516,-0.38183590000000006,0.8300780999999999,-10.487810000000001,12.92683,1.2804879999999998
0.0459,-0.9428711,-1.5004879999999998,-0.7348633000000001,-99.93903,-22.560979999999997,146.3415,0.07519531,-0.9755859,0.08642578,-10.12195,-0.9146341999999998,-12.86585,0.2504883,3.4282230000000005,1.7548830000000002,203.7195,-17.7439,-299.1464,0.08984375,-0.3842773,0.8486328000000002,-10.54878,12.987810000000001,-0.1219512
0.0486,-0.16601559999999999,-1.8720700000000001,-0.4663085999999999,-95.36585,-18.71951,148.8415,0.08544922,-0.9980469000000001,0.1049805,-9.756098,-0.42682929999999997,-12.92683,0.19335940000000001,3.2871089999999996,1.650879,242.1951,-40.85366,-302.1342,0.08740234,-0.38525390000000004,0.8476563,-10.36585,11.341460000000001,-0.9756098
0.0513,0.23876950000000002,-1.992188,-0.27587890000000004,-83.04878000000001,-17.37805,147.8659,0.05078125,-1.0029299999999999,0.1665039,-7.987805000000001,0.6707316999999999,-11.70732,0.15039059999999999,1.9951169999999998,1.212891,277.9878,-75.36585,-214.0854,0.08203125,-0.38183590000000006,0.831543,-8.841464,3.6585370000000004,-2.5
0.054000000000000006,0.9091796999999998,-2.0620119999999997,0.11083980000000002,-75.2439,-17.37805,145.4268,0.01611328,-0.9931641,0.18554690000000001,-6.951219999999999,0.4878049,-10.609760000000001,0.32128909999999994,1.25,0.96875,288.3537,-81.58537,-148.0488,0.07714844,-0.40087890000000004,0.793457,-8.597561,-0.6707316999999999,-2.6219509999999997
0.0567,1.2416989999999999,-1.927734,0.2314453,-65.73170999999999,-9.573171,139.0244,-0.05371094,-0.9648438,0.2148438,-6.097561,0.6097561,-8.902439,0.9013671999999998,0.07080078,0.4765625,283.1707,-42.5,-42.926829999999995,0.08007813,-0.42626949999999997,0.7773438,-9.085366,-6.463415,-0.4878049
0.0594,1.239746,-1.82666,0.20654299999999998,-65.2439,-1.7073169999999998,135.8537,-0.08935547,-0.9853516,0.2265625,-6.402439,0.7317073000000001,-8.902439,1.1401370000000002,-0.41748050000000003,0.2700195,263.1707,1.646341,-18.292679999999997,0.1020508,-0.5068359,0.7709961,-10.609760000000001,-6.219512,1.3414629999999998
0.0621,0.9326171999999998,-1.6533200000000001,0.06835938,-67.31708,13.719510000000001,132.2561,-0.09521484,-1.0078129999999998,0.22216799999999998,-8.658536999999999,-0.06097561,-10.0,1.299316,-1.384277,0.2275391,201.4025,116.5854,-16.036579999999997,0.13085940000000001,-0.5952148,0.7802734,-13.475610000000001,0.7317073000000001,3.7804879999999996
0.0648,0.7011719,-1.595703,-0.02685547,-67.62196,20.36585,132.3781,-0.07519531,-1.0356450000000001,0.21826170000000003,-10.42683,-0.1219512,-11.097560000000001,1.228516,-1.8310549999999999,0.3295898,170.06099999999998,177.8049,-31.707320000000003,0.14013670000000003,-0.625,0.7998046999999999,-14.024389999999999,6.036585,4.268293
